text,label,pred,prob
"а вообще чувак гений, просто подумайте, даже если бы она сказала ок давай расставаться, он бы избежал как минимум неловкой ситуации. Ну или в худшем случаи 5-10 лет жизни не потратил бы на нее.
",1,0,0.20795964
"Пиздос, высрали двух балерин на чемпионат мира, и обе хачёвки. Русских не было, что ли?
",1,0,0.2399163
"Надо проушину в нем под шнур сделать, тогда вообще прикольно, кистень получится.
",0,1,0.5334268
"И мозги тоже шкребёт)
",1,0,0.17345086
"Шшшшшш, тш тш тш тшшшш, спокойно, всё хорошо, я прикалываюсь ;-) Грамматик доминатус!
",1,0,0.3428801
"Если это бабы-борцуны за равноправие, то зачем они выглядят - как мужчины? Они уподобились своим угнетателям?
",1,0,0.17360558
"Это какими же дебилами нужно быть, чтобы пускать тяжеленые, гружёные пидорахами и грузами поезда по крымскому мосту. Железнодорожная часть моста хоть и стоит отдельно, но очень рядом с автодорожной частью, и когда он начнёт нахуй проваливаться в морскую пучину, а он начнёт, это совсем не благоприятно отразится и на автодорожной части моста. Нет бы тупо гонять легковушки и небольшие грузовички по авто мосту, а грузы на здоровенных баржах, как все белые люди, благо расстояние от полуострова до материка совсем крошечное, но нет, воровская русня и жидовня в правительстве не знает меры. Туристы из Рашки с удовольствием посещают русский Крым на автомобиле или самолёте - кто побогаче, любители морских прогулок плавают на корабликах, но вот поезда с дикими пидорахами бюджетниками - совковый пережиток прошлого, когда со всего СССР (совка), гнали переполненные украинскими, русскими и прочими пидорашками поезда, это совдепия, такого не должно быть, и железнодорожная часть большая ошибка. Чтож, тем сильнее будет обсёр. Русский, гражданин России, Крым - Россия.
",1,0,0.14509079
"Запись лекции будет? В прошлый раз, я помню, какой-то анон сюда скидывал лекцию про Италию.",1,0,0.25018865
"Это как заказывать проститутку похожую на бывшую, а потом выебать её рыдать ей в жилетку и рассказывать о своей бабе.
",1,0,0.4485496
"Девушка не почувствовала, что он без презика?
",1,0,0.27516595
"Ну не, у тебя бомбит от того что богатые люди деньги на кокс и шлюх тратят и еще что-то там эппл говна в жопы заливает, видимо заставляет нищих ниггеров покупать свою продукцию и оббирает до нитки. Ты же просто социалист, который понял что планчик не работает, но который все равно хочет зарегулировать, обложить налогами, залезть каждому в карман и указывать на что тратить деньги, а потом обосраться и получить Венесуэлу недоумевая от зарплат как в Африке и вереща на плохого барина. Расовый состав погибших детей пожалуйста.
",1,0,0.35761905
"Не сказать. Многие гражданским браком называют сожительство. Из той же серии.
",0,1,0.66218746
"После одного накипело? Выпей седативного, сходи к психиатру. Когда будешь с другой стороны - вспомни свои слова.. а то приходят, сразу хочу хорошую зарплату, вот моё резюме, в нем всё красиво. На втором вопросе спрашивают, как им лучше подготовиться на следующий раз, и получают ответ: начните с 5-6 класса школы . Некоторым лучше начать сразу с рождения, интеллект там и не ночевал.
",1,0,0.21626371
"Даже загадывать кого в расход пустят страшно... Пишу ,а сердечко нет нет да и попримолкнет...
",1,0,0.11895322
"Проверим Ватоадмина хамство Чек, постоянно перебивает гостей стримов чсв Чек, просто в каждой бочке затычка любовь ходить в гости без приглашения Наверняка любит, но из-за вежливости не ходит. ватность в терминальной стадии Ну тут и говорить не о чем. Всё сходится.
",1,0,0.39109737
"Ты ещё проо диван в фитнес-центре вспомни
",0,1,0.67434394
"Я бы нашел ту тварь, написал бы ей деликатно что со стороны юриспруденции она совершила критическую ошибку.. и доебывал ее до тех пор пока она сука не взвыла, методов много..
",1,0,0.16102192
"ссылки я давал, модератор в мягкой и корректной форме послал меня нахер
",0,1,0.67101604
"Как я понимаю, у поверхностей отражаемость поглощаемость разная. Типо нельзя прям до градусов температуру разных материалов сравнивать.
",0,1,0.5908397
"round150711 mail.ru жду
",1,0,0.38372362
"Нехуй было кировлес воровать.
",1,0,0.14803024
"А я то думал глупый в той песне главное было голос и слова Цоя,а оно воно как скрипки,блять,не хватало...и хуй пойми какого-то ансамбля
",1,0,0.04591596
"Чуваку будет кабзда 99.9 , не удивлюсь если за рулём будет хаченыш из Рашки, свои там уже научены что против полиции лучше не идти, лучше остановиться и руки на капот чем тягаться с полицией, ведь все равно теперь поймают и покажут что ничем он от простого мешка мяса не отличается.
",1,0,0.20450404
"Аккреция, как же аккреция?
",0,1,0.7372687
"Похоже на мох, что в тундре у нас растет. Называют Ягель . Им олени питаются
",1,0,0.10745907
"Житель Киева в результате неосторожного обращения с огнестрельным оружием выстрелил собственной матери в живот. Спустя несколько дней женщина скончалась в больнице. Фигуранту данного дела грозит до 5 лет лишения свободы. Об этом сообщила пресс-служба Нацполиции Киева во вторник, 19 март. Отмечается, что в дежурную часть Деснянского управления полиции поступил вызов об огнестрельном ранении на проспекте Владимира Маяковского. На вызов немедленно прибыли экипажи патрульных и следственно-оперативная группа управления полиции. По словам начальника Деснянского управления полиции Александра Косовского, на месте правоохранители выяснили, что 36-летний мужчина случайно выстрелил из револьвера под патрон Флобера и ранил мать в живот. Киевлянин длительное время пьянствовал, из-за этого между ним и матерью возникали конфликты. В тот день ссора закончилась госпитализацией 68-летней потерпевшей в больницу. Через неделю из медицинского учреждения мы получили сообщение о смерти женщины. В ходе получения дополнительных материалов следователи переквалифицировали уголовное производство из неосторожного тяжкого телесного повреждения на убийство по неосторожности , говорится в сообщении. Следователем следственного отдела Деснянского управления полиции мужчине объявлено о подозрении в совершении преступления, предусмотренного ст. 119 (Убийство по неосторожности) Уголовного кодекса Украины. Санкция статьи предусматривает до пяти лет лишения свободы.",1,0,0.15905486
"Дружище, спасибо большое! Билеты куплены.
",0,1,0.6186753
Может он донаты на похороны бабке собирает?,0,1,0.71686643
"Если что-то выглядит как лахта, гавкает как лахта и дергает себе анус как лахта, зачем искать под кроватью шизиков, это по факту лахта и есть.
",1,0,0.09356802
"Возможно, ты красивая
",0,1,0.9471317
"Ты не веришь в существование статьи о изувере Ссаколове уже? Электронная версия на сайте Московского свиномольца точно есть. Но что толку? В газете оно есть Прям отсканированное с подписями и печатями? Неси, посмотрим. почему в полиции само заявление Гуру не попытался достать - не знаю, возможно, без суда, инициированного студенткой, это не имеет большого смысла, и деанонимизировало бы ее. Настало время обоготельных историй. жпг Да, пустые слова на анонимной доске - это очень серьёзный аргумент. Верую!
",1,0,0.28842878
"Подъехал на своей машине к месту, освобождаешь нужное тебе место от арендной машины, загоняешь на её место свою, а уже потом отгоняешь арендную машину куда подальше.
",1,0,0.29678202
"Потому что это евреи, а не жЫдЫ как у нас
",1,0,0.2807953
"Ну зашибись. Мне гланды удалили, остаётся ползти в сторону кладбища
",0,1,0.5783921
"Спокойным и положительным бабам нужен адреналин,поэтому они выбирают орангутангов,потому как они же сильные и безбашенные,и смогут защитить потомство,это на уровне инстинктов,но когда он её начинает пиздить почем зря,тогда она начинает понимать,да и то не всегда,бьет значит любит.. В борьбе разума и инстинктов побеждает...
",1,0,0.24664436
"можно еще сюда минусики
",1,0,0.25367287
"Моя так хвост лизала, только она была не после операции. Оказалось нервное, пропили успокоительные и все норм. Может и у вашей так же? Перенервничала после операции, и лижет?
",1,0,0.24952896
"Зато он мог выйти из машины не отцепляя регика
",0,1,0.5168298
"Мочерня - сам тот еще хуй, не реагирующий на репорты.
",1,0,0.43780658
"А я то думал моя тянка страшная без косметики. Пойду похвалю свою богиню
",1,0,0.2370822
"не зря парень не дурак, видимо уже всё дальше терпеть эту хуйню больше не возможности... завидую... хоть поживёт нормально
",1,0,0.26041114
"Договорились же. А вы что предлагаете, сбросить атомную бомбу на Хайфу?
",1,0,0.28892815
"ПОТОМУ ЧТО ЭТО МАСТЕР. А ВЫ ДЕЙСТВИТЕЛЬНО БЕ-БЕ-БЕ..
",0,1,0.7327579
"Тебе какое дело до лагушатников и киви то? Они относятся к тебе хуже, чем к тем же туркам так то.
",1,0,0.28647628
"в чем проблема укладывать бетонную смесь непрерывно из разных емкостей? СНиПы уже 9 лет не действуют, читайте СП
",0,1,0.5848614
"Для этого придется трезветь, а у меня еще половина холодильника бухла. Поясню, судно - это гражданское плавсредство, а корабль - сугубо военное.
",0,1,0.72654355
"Это обезьяна из азиатского зоопарка, я угадал?)
",1,0,0.18664709
"Какой же вчера был охуенный эфир Невзоровских сред, Глебыч жег адским пламенем, давно он такой годноты не выдавал.",0,1,0.77263486
"Как интересно хуемрази описали ситуацию, а то что хуемразь разбила автомобиль, уголовное дело возбудят?
",0,1,0.60147077
"Если бы твой пост читал Ебжен, он бы назвал тебя дешёвкой, швалью, чернью и приматом с архаичным мозгом. Ведь кем ещё надо быть, чтобы не знать драматурга, по пьесе которого Величайший Режиссёр Современности поставил свой нашумевший спектакль Немецкая сага , с премьеры которого, как все знают, вынесли двух уснувших зрительниц. Гуру практически при нем называет его блядью И вы будете дальше утверждать, что там не постанова, как в реслинге? Теперь ясно, почему современное ТВ - говно. Гуру жертвует ради исторической правды, ради нас, здоровьем, сидит за столом и жрёт. А Серёжа копипастит Солонина, Резуна и Галковского для будущей маняграфии. Со стихами у нас всегда норм было. В отличие от. С каким Чебурашкой? Так оно и так мотивированное. Куда уже больше? Которых не было. А КарелияНаша в 1918-1922гг. - тоже выдумки традблядков? фрагменты автобиографии последней монографии читал Они такие интересные, что ты их целиком не смог осилить? фильмы он какие-то снимал Ты даже не помнишь их названий. но видели лишь избранные. Т.е. говоря прямо: эти фильмы - никому не нужное говно? Может быть, на грани. Понасю это расскажи. Вообще, творчество (art) - это не только то, что нравится тебе И это ему тоже скажи. Никакой грязной подноготной , кроме своей и своих рецензентов , он не раскрыл. А то, что Сахаров - говно, и без него знали.
",1,0,0.24286415
"У нас товарищ перед роддомом барана зарезал. Потом когда пересуды начались,он такой -Ссори,забыл что жертву надо было в более уедененном месте приносить,да...
",1,0,0.12114326
"можно просто не разрешать камерам выходить в интерент и не городить лишнего.
",0,1,0.62428254
"Автор, до чего же ваш котик красив!
",0,1,0.6294476
"Здравствуйте, о каком минусе вы ведёте речь?",0,1,0.8300915
"Да я бы всю их семью сфотографировал. Сначала отца бы сфотографировал, потом мать, а потом и вечносрущего окатыша бы сфотографировал.
",1,0,0.23758608
"Зоошиза эгоистичная подъехала, где гарантии кроме: я вменяемый человнк и все сделаю безопастно . Ты может и да. А вот вася пупкин нет.
",1,0,0.41244158
"Смотрите кокой я грозный пынявый лох и как я своими титиническими легкими мощно задуваю в сочную американскую залупу.
",1,0,0.41272816
"Пожалуйста, напишите в эту группу. Это основная группа помощи хаскам, возможно опознают потеряшку
",0,1,0.52591217
"Как где? У директора ЖКХ
",0,1,0.5040898
"Зеленый хоблин больший краснопуз, чем этот колхозник
",1,0,0.44346616
"Как продать айфон? А ПОНТОВАТЬСЯ??
",0,1,0.6148704
"Девушка, Вы не в себе? Кто мы облажались? Причем тут я и кто-то? Кто должен настучать мне по голове? Я просто увидел, что люди которые яро рвут на себе рубаху в комментах нихрена не знаю своей собственной истории. И рассказал об этом. Но если бы Вы еще умели слушать, помимо того, как изливать свои мысли. Слово оккупант имеет резко негативную коннотацию в любом языке Да? Тогда объясните мне, почему в США есть медаль за службу в оккупационной армии ? Это типа такая медаль позора наверное. Её вручали чтобы гнобить человека. или всё таки нет? именно поэтому из ГСВГ через какое-то время убрали О. Да? А я то думал это было связано с созданием ГДР. Вы такие глупости говорите. Т.е. сразу же после войны, победителей, героев, можно называть оккупационными войсками, а спустя девять лет решили что это очень негативно? Серьезно?
",1,0,0.21928234
"Если админ все время работает-это плохой админ. Прям KPI можно вводить админское, сколько раз все пошло по п е. И дополнительно награждать админа, если он ни разу за месяц не работал
",0,1,0.7152298
"Я не в рашке живу а в молдове,тут режь не режь,ничего не измениться,все кто могут съебывают куда подальше в европу,тут бороться не за что.
",1,0,0.32101938
"А Россия все еще в плащике ходит постсоветском и пытается навязывать свою волю в виде укры и русские - единый народ . Ахренеть.
",1,0,0.3242244
"У меня бывает говорение о себе в 3-м лице... А может это шизофрения, кто знает?)
",1,0,0.041565433
"Самое ахуенное время это начало донбаса, по 3-4 видоса в день, видосы от Моторолы и ко, крымотреды нон стоп, милитари мапа и радио, эх были времена...",1,0,0.30676955
"Егорьевское шоссе. Маршрут: Касимов-Москва.
",1,0,0.20304455
"чушки задроченные чмошники Прочитал тред. Поражает, с какой готовностью готовы считать ближнего своего грязью из-под ногтей, мусором и недочеловеком представители самого антифашистского в мире народа. Духовность так и прет, горжусь Россией!
",1,0,0.47600508
По тегам поищи оригинал года три назад волна таких историй была,0,1,0.6097804
"Блин, похоже старческий маразм начался, совсем забыл(
",1,0,0.33175105
"Москалям бомбит, значит все правильно делают.
",1,0,0.25221345
"Вот козлы! Настоящему советскому гражданину ни штанов не надо, ни трусов. Жить нужно тем, что сверху по плану мудрые мужи предписали.
",1,0,0.49203053
"Русских-то в Украине никто не режет, ракетами по ним никто не стреляет.
",1,0,0.1277365
"Клопы между страниц что ли прячутся? Нафиг книги-то выкидывать?
",1,0,0.37928954
"Кстати, тупая шутка про коран Кому как. Мне зашла соседка за солью, товарищ майор , хоть и подача была быдловата.
",1,0,0.22823706
"Ты стебешься сейчас? есть люди, которые не знают и готовы учиться. а есть люди, которые не знают и считают, что им все обязаны. учить таких - куча нервов и нахуй лично мне не надо. проверено на личном опыте - денег с таких - минимум, зато запросы чуть ли не королевские, плюс стабильный головняк (ой, нам тут надо ещё чуть-чуть весь текст поправить прям сейчас) и нервы. хотите этого-занимайтесь, я не против. Но не надо навязывать мнение, что это нормально, они от этого ещё больше борзеют. п.с. тот, кто не может составить бриф - понятия не имеет, что ему нужно, а виноватым будешь ты.
",1,0,0.3196779
"Двачую, конченое поколение подписчиков подобного дерьма с неокрепшим мозгом которых судя по всему алкаши воспитали что у них ненависть к ним такая. Ладно в конце девяностых пацаны постарше пиздили наркоманов которые под угрозой шприца со спидом (у знакомого так плеер отобрали) или пиздюлей отбирали деньги и вещи у пиздюков возле школы и на остановках... Такая же параша и этот лазутин только вместо шприцов камеры а вместо денег пивко, жаль только что их еще не покалечили чтоб охоту отбило до всех доёбываться.
",1,0,0.35103077
"Президент США Дональд Трамп заявил, что всерьез рассматривает возможность членства Бразилии в НАТО. Об этом он рассказал на совместной с бразильским коллегой Жаиром Болсонару пресс-конференции, передает Reuters. Вашингтон намерен объявить Бразилию главным стратегическим союзником среди государств, не входящих в НАТО, и допускает возможность членства Бразилии в альянсе. Это значительно укрепит безопасность и сотрудничество между нашими странами , объяснил американский лидер. Кроме того, Трамп поддерживает желание Болсонару присоединиться к Организации экономического сотрудничества и развития. По словам американского лидера, отношения между странами никогда не были настолько близкими . Ранее Болсонару призвал очистить Бразилию от грязных левых взглядов . Отмечалось, что поездка бразильского лидера в Вашингтон должна продемонстрировать приверженность южноамериканской страны США, что является отклонением от традиционной дипломатической линии страны. Болсонару стал президентом Бразилии 28 октября 2018 года. Он отмечал, что планирует изменить направление движения страны и сближаться с развитыми экономиками, а не региональными союзниками.",1,0,0.24913332
"Израиль. Спецподразделения армии, полиции и ШАБАК ликвидировали палестинского террориста Амара абу-Лайла, который совершил нападение на солдат ЦАХАЛ у перекрестка Ариэль, а затем застрелил раввина Этингера. ЦАХАЛ действовал на основе точечной информации о местонахождении боевика, полученной от самих палестинцев. По данным Ynet, после трехдневных поисков штурмовое подразделение спецназа под видом пассажиров палестинского такси желтого цвета прибыло в деревню Ивлин в пригороде Рамаллы. Когда бойцы подразделения приблизились к дому, где скрывался террорист, тот открыл огонь на поражение из украденной на месте теракта винтовки М-16 убитого военнослужащего ЦАХАЛ. Абу-Лайла был уничтожен ответным огнем снайперов. Продолжается розыск сообщников боевика. Его брат и отец арестованы ШАБАК. Семейный магазин абу-Лайла в арабской деревне Бидия закрыт по решению властей. Напомним, что жертвами теракта возле Ариэля стали 19-летний сержант Галь Кайдан и 47-летний раввин Ахиад Этингер, отец 12 детей. Напомним : сын репатриантов из СССР Галь Кайдан погиб в теракте у перекрестка Ариэль 19-летний младший сержант артиллерийского подразделения Эш Галь Кайдан погиб в теракте у перекрестка Ариэль, сообщает издание Ynet. Родители погибшего Анатолий и Марина Кайдан репатриировались в Израиль из СССР в середине 70-х годов прошлого века, сообщает 12 канал ИТВ. Еще один солдат ЦАХАЛ, который получил тяжелое огнестрельное ранение в живот в теракте у перекрестка Гитай Авишар, переведен в реанимационное отделение больницы Бейлинсон в Петах-Тикве.
",1,0,0.29038924
Задолбала его эта курица))),0,1,0.541776
"Двухэтажный поезд,только Шкода.
",0,1,0.51194954
"Ну нет же! Нет! Ну кто так делает? На этом месте должен стоять холодильник!
",0,1,0.5545481
А этот коммент можете плюсовать,0,1,0.5941155
"Анон, моя Родина - Татарстан - смертельно больна. Ее поразили метастазы русизма, охватившие буквально все в моей Республике. Опухоль настолько разрослась, что проникла даже в наше некогда сплоченное и приверженное национальным ценностям правительство - теперь и там вы увидите кучу русколобых на руководящих должностях.",1,0,0.4144408
"без лобковой бородки он похож на доярочку. блядь, я тупо не понимаю, как можно быть настолько жирным? это же не только с эстетической точки зрения - пиздец. это ещё и по мотору бьёт не слабо. да и хуёк свой он когда в последний раз видел вообще? очень выкашивает меня этот тип. в первую очередь потому, что он тупо хам. на любых интервью и подкастах - всех перебивает, не даёт договорить. свинья ёбаная
",1,0,0.15075025
"Акк инстаграма, кому интересно -
",0,1,0.61693
"Пиздец одни хачи. Стоило назваться хачеградом.
",1,0,0.31842932
"Мне еще не отсосал, скот губастенький!
",1,0,0.48625064
"В Украине 99,9 людей вообще не знают кто он такой, а оставшемуся 0,1 на него пох й. Получается, он делает контент об Украине для российского внутреннего употребления, и ничем не отличается от той же скабеевой и киселёва)",1,0,0.236649
"Работодатель может поднимать вакансии и эта дата обновляется.
",0,1,0.8127289
"Надеюсь этого пидора затаскают по судам. Из-за таких хапуг у нас теперь на 5 лет позже на пенсию выходить и 5 предпенсионных лет обязательной безработицы.
",1,0,0.15326877
"Ну так из - за этого шизоида большинство постов не теме
",1,0,0.46141985
"Но я ни за что не вернусь в анимублядский, моча у меня пасскод отобрала.",1,0,0.12300642
"Пусть стрим на канале этой тупой шаболды, но он нереально ламповый и пиздатый. Прямое общение, шутеечки и песенки - что может быть лучше, вот это контент.
",1,0,0.4594062
"Русские люди просто уже привыкли к плохой жизни. Вот и тут на дваче эти упыри восторженно пишут, что им в Рашке нормалёк.
",1,0,0.3173222
"Спалил свой вк постя плохо закрашенную переписку.
",1,0,0.4447056
"с тваей мамкай)0) азаза
",1,0,0.48565975
"ну и...когда аргументы то уже начнутся?
",1,0,0.049841445
"Это короткие буровые сваи или столбчатые фундаменты круглые в поперечном сечении.
",0,1,0.5605203
"Маловато этих мымр гнобят. Они на очередных выборах опять подмахнут, кому надо.
",1,0,0.36559656
"Вот фак из вронг виз ю?
",1,0,0.24631491
"Хм... Логично.Тогда давай лучше будем загадывать загадки
",0,1,0.5653707
"Пидарашка нашла чем хвастаться, российской архитектурой. ЛОЛ.
",1,0,0.37908757
"Ты бы с полом определилось) а потом уже национальной ориентациией займемся)
",1,0,0.24650456
"Тинькофф главпетухи среди банков, сужусь с уродами...
",1,0,0.19203213
"Под босоножками имелись в виду туфли-босоножки типа таких:
",1,0,0.17555247
"Насчитала меньшую сумму ? Т.е. вы поругали ее потому что посчитала меньшую сумму для оплаты?
",0,1,0.8328647
"Мусор по пути вынеси.
",1,0,0.24345325
"Люля-кебаб в блендере забыл
",1,0,0.49548134
"Хохлы слишком измучены войной и тарифами, даже скакать не будут.
",1,0,0.20866476
"Да жидяра это, что тут думать
",1,0,0.10318326
"Тот странный случай, когда я за этого рыжего ублюдка шок
",1,0,0.4374172
"Да куда тебе ехать, пойдём у меня посидим вина попьём, потом поедешь
",1,0,0.19827738
"Каракал хищное млекопитающее семейства кошачьих.
",1,0,0.19237277
"А чё этого клоуна никто не вспомнил?
",1,0,0.1292462
"это называется яжемать моему дитячку сделали лишнюю прививку, увольте эту суку
",1,0,0.48198283
"Абсолютно каноничны, они же появились в ф4. Ф4 это канон.
",0,1,0.55434453
"Ну уж нет. Зона племен, как в Пакистане нам на границах не нужна. да и вопрос Донбасса решать таки нужно уже.",1,0,0.12422306
"Так этим пидорам толерантным и надо. За что боролись на то и напоролись.
",1,0,0.21985848
"Н е сказал бы: понася могут ругать как пиздоболы, так и нет. А вот если человек хвалит Понася - тут к гадалке не ходи: либо дурак, либо пиздобол.
",0,1,0.8109689
"Казимирко и сам как дерьмовая система.
",1,0,0.44012955
"Как известно, у Укр ины (т.е. окр ины), слепленной по пьяни на коленке во 2-м десятилетии XX в., нет истории до XX столетия. Все земли, которые сейчас занимает Укр ина, это русские, румынские, польские и венгерские земли. Напоминаем, что укр инство это сугубо левацкая, антиконсервативная местечково-хуторская идеология, направленная, как и прочие левацкие идеи, на разделение больших наций и поддержание диктата интернацистов. Сторонники бандеровцев (леваков, выступавших за бесклассовое общество и борьбу с капитализмом) и карлика-душителя котов Степана Бандеры, который, как известно, боролся с расизмом, поддерживал Идель-Урал и называл побратимами исламских борцов за свободу из Азербайджана, не пользуются симпатиями у правых европейцев. И это правильно. Попытки заявить о некой отдельной нации неких украинцев это манипуляции, созданные с целью оторвать от русских часть их этнических земель и ослабить в будущем Россию. Только так, чудовищной ложью и тотальной пропагандой, фейковая нация укр инцев , слепленная советскими кукловодами из русских Юга и Киевщины, галичан, поляков, советских румын, славянизированных гуцулов, закарпатских венгров, евреев, татар и многонациональных советских новиопов (а ля Бабченко), может обрести жизнь на русских этнических землях. Разумеется, нет никакого народа укр инцев , как бы одно соседнее failed state ни пыталось их вывести из русских путём обмана, коверканья истории и откровенной фальсификации. Нынешний эксперимент по созданию некой украинской нации можно сравнить разве что с советским экспериментом по созданию нации советской на основании таких же мифов, фейков и откровенного бреда. И маниакальное желание снести все памятники выродку Ленину (Бланку) вас не должно обнадёживать. На смену ему устанавливают памятники такого же левацкого дегенерата-кошкодава Бандеры, чьи руки по локоть в славянской (прежде всего, польской) крови. Заместо совковой лжи про Великую революцию Октября пришла точно такая же наглая ложь про Великую революц ю Г дност абстрагируйтесь от фигуры блогера и посмотрите видео Чем в итоге завершился советский эксперимент, мы все знаем. Ждём закономерного итога эксперимента эльфийского (простите, укр инского ). Разумеется, зомбированные люди будут цепляться до последнего за свои мифы про отельный народ и чужих московитов , но всё это наваждение рано или поздно сгинет, как сгинул Совок со своей мощной идеологией, мифами и фейками.",1,0,0.20005284
"Эти облака - розовая вата. Федот
",0,1,0.620646
"Сам заебал. История реальная - реальная. Check Расу персонажа изменили - изменили. Check Ну и какого хера тогда тут затирают, что Ну фильм пиздец как бы изменился. ? В одном случае фильм по реальной истории оказывается пиздец как меняется и это расизм, а в другой - ну, они не могли белого найти, потому что у них лапки, так у тебя логика работает?
",1,0,0.301358
"Убогие на паперти тоже зашибают ого-го, но ведь есть черта, за которой человеческое достоинство превращается в ничто, в животную жажду наживы, в людоедство, попрошайничество и проч. и проч.
",1,0,0.104952924
"Сжигатели вон минусут. Ой, и правда, это же биомусор! Чего это я! Растворить в кислоте вместе с младенцем и вылить на помойку, нехрен свои шансоны разводить. Мы ведь тут элитарии все как один, совесть и цвет нации, мерятели черепов и борцы за гуманизм.
",1,0,0.40640095
"Сколько уже можно постить это дерьмо???
",1,0,0.15600987
"И получаешь метку проклятого на весь бой, не только от игроков вражеской команды
",1,0,0.15633617
"извините, перешёл на современный слэнг. О ребятах. Вас устроит?
",1,0,0.4247783
"День начался с попытки коррумпировать местное население.
",0,1,0.660156
"Но город покидать нельзя
",0,1,0.8565577
"О, я топовая чтоли? Фигасе...
",1,0,0.17710824
"Вот это действительно Браво! .
",0,1,0.510224
"Скриншоты не годятся для оценки проекта.
",0,1,0.65691584
"Палю настоящий научпоп убогим.
",1,0,0.45019713
"Бедные нещастные муслимы, настоящие борцы против кровавых коммуняк. Каждый свободный человек должен поддержать их в борьбе.
",1,0,0.46738654
"Хотел позвать модератора... Если Ваш ответчик сочтёт это оскорблением - позовёт сам
",0,1,0.50343114
"ну так ума нет, считай калека.
",1,0,0.41213512
"Союз дети скрепляют, но твоя шлюха в них не может.
",1,0,0.30543038
"С дятловцами всё понятно - взрыв паров спирта
",1,0,0.47986642
"вот каждый раз на пикабу найдется зануда, под последним комментом в ветке, который не умеет в сарказм и он запросит пруфы у такого же Билли, как я
",1,0,0.17324124
"Вы что дебил? Кто же будет исследовать собственные косяки? В лучшем случае предлжат усовершенствованную вакцину позже.
",1,0,0.2282222
"Фрэд, иди нахуй, не пойдём на твой ссаный концерт
",1,0,0.4729317
"А вата будет продолжать ржать над Кличко в Киеве.
",1,0,0.20412812
"Что за сериал или фильм?
",0,1,0.63876516
