text,label,pred,prob
"не то , чтобы раздражают . . это как при задержании: всё что ты скажешь , будет обращено против тебя . дамочки знают о моём статусе , пробили мои возможности , но тем не менее , посягаются на святое в локальной морали - на семью . 1 . вопрос - с какой целью ? реально цели бывают разными , не всегда итог: создать ячейку вот именно с этим представителем . . если интересуются , как человеком с твоим внутренним миром и прочим - сразу отказ . иначе затянет , придётся выкручиваться . если решить что - то , или разбить семью - ну . . могу поиграть , пойти на встречу . переспать ? - легко , но вот продолжения не будет . естественно , за то , что воспользовался тем , что предложили - требует оплаты . мыж в век рынка живём . если пытаются крутить - резкий разрыв любых отношений . я то перед молодой женой - в любом случае оправдаюсь , да и нет такой доказательной базы . а вот хитровыдуманной может быть худо . в то , что девушку на 20 лет моложе меня может заинтересовать моё тело , или , скажем , навыки секса , я не верю . и даже если это будет так - сразу 1 пункт , не дай бог привяжусь к такой извращенке . одна есть уже . но , если я вдруг и привяжусь - буду часть того , что имею отдавать . за всё нужно платить . хотя я за разовые акции , а не за долговременные обязательства . теперь про ресурсы . в первом браке я был монахом . ни ни . мораль не давала , хотя бабло и возможности были уже тогда . когда встретил настоящую жену - всё было вообще шикарно , чтоб не тормозить на ней . но привязался к ней . и кобелить , мне в жопе шила нет . просто , как вы точно заметили - сам внимание привлекаешь . ну , раз - два в год кто - то и решается . приходится принимать решение . короче - я плачу , значит и музыку в отношениях заказываю я . а вот один из моих помощников 19 лет - спортсмен , красавец , язык подвешен , гроза девчонок - он сразу себя вёл , как я сейчас . ну так и ресурсы у него сразу были . природные . извиняюсь , за сумбур , возможно не ответил чётко . но на медовую ловушку я уже пойман . остальные женщины - только тела . с проблемами , но без души . для меня .",1,0,0.20957254
у них с логикой как раз все в порядке .,1,0,0.111101314
"ответь лучше , почему коммибляди так пиарят кровавое воскресенье ? ну да , расстреляли пару десятков шариковых , но это же блядь капля в море по сравнению с тем что устроили сами совки при красном терроре или при сталине .",1,0,0.19896582
и это великая нация . . . грустно,1,0,0.16776045
"да , причём в комментах , группе его поддерживают поголовно и далеко не только быдло",1,0,0.42359152
"ага , они тоже плоские , как и земля и солнце и луна . . . , - стрельнул пукан у сами знаете кого",1,0,0.38840786
и тебя чмоки что на 23 февраля получил ?,1,0,0.37576035
"мань , я бывал в сша и свои фантазии оставь при себе .",1,0,0.14955507
вот что крест гекзаметр животворящий делает !,0,1,0.5321525
такое ощущение что сеть просто искажает готовые фото .,0,1,0.66403836
"защита от химки , яо и противотанковых средств это явно не от народа , дурачка та не включай тут как бы фиделя вспомнить , учитывая врагов , защита лишней не бывает . . .",1,0,0.3380117
"я помню ещё один из ранних проектов нифедова , эх были времена . 11 - 12 год .",0,1,0.51236004
другие питерские такой хуйней не занимаются . у академега на втором контент часто даже лучше основного бывает . помню как все порвались с этого видео,0,1,0.5191331
какой - то лысый интерес у тебя (,1,0,0.09890475
"но ведь когда одевают такой лифчик внешний мир нагревается меньше , т . е . всё таки охлаждается . . .",0,1,0.5601434
"педики еще и называют других педиками , фу бля . забавный форс ( нет )",1,0,0.25472313
"а вообще чувак гений , просто подумайте , даже если бы она сказала ок давай расставаться , он бы избежал как минимум неловкой ситуации . ну или в худшем случаи 5 - 10 лет жизни не потратил бы на нее .",1,0,0.27314326
вроде же к 14ф обещали . опять сроки перенесли ?,0,1,0.7000034
"пиздос , высрали двух балерин на чемпионат мира , и обе хачёвки . русских не было , что ли ?",1,0,0.4710849
"кто придумал чистить снег на мембранной кровле ? у вас неконтролируемый позыв чистить везде снег ? а так хорошо все сэкономили . дешёвый проект , нафиг технадзор , подрядчик подешевле . всё правильно сделали .",0,1,0.5295102
"конечно , конечно ! ты прав ! ой , какой я тупой . . . извините , больше не позволю высказывать свое мнение , и свои знания . как недальновидно - то . . .",0,1,0.83530635
почему от тебя так смердит впарашей ?,1,0,0.18078203
всем похуй на пидорашью боль . вы - никто даже в виртуальном пространстве .,1,0,0.36290893
и мозги тоже шкребёт ),1,0,0.2033313
"шшшшшш , тш тш тш тшшшш , спокойно , всё хорошо , я прикалываюсь ; - ) грамматик доминатус !",1,0,0.35268846
"если это бабы - борцуны за равноправие , то зачем они выглядят - как мужчины ? они уподобились своим угнетателям ?",1,0,0.20363028
"это какими же дебилами нужно быть , чтобы пускать тяжеленые , гружёные пидорахами и грузами поезда по крымскому мосту . железнодорожная часть моста хоть и стоит отдельно , но очень рядом с автодорожной частью , и когда он начнёт нахуй проваливаться в морскую пучину , а он начнёт , это совсем не благоприятно отразится и на автодорожной части моста . нет бы тупо гонять легковушки и небольшие грузовички по авто мосту , а грузы на здоровенных баржах , как все белые люди , благо расстояние от полуострова до материка совсем крошечное , но нет , воровская русня и жидовня в правительстве не знает меры . туристы из рашки с удовольствием посещают русский крым на автомобиле или самолёте - кто побогаче , любители морских прогулок плавают на корабликах , но вот поезда с дикими пидорахами бюджетниками - совковый пережиток прошлого , когда со всего ссср ( совка ) , гнали переполненные украинскими , русскими и прочими пидорашками поезда , это совдепия , такого не должно быть , и железнодорожная часть большая ошибка . чтож , тем сильнее будет обсёр . русский , гражданин россии , крым - россия .",1,0,0.24534895
"запись лекции будет ? в прошлый раз , я помню , какой - то анон сюда скидывал лекцию про италию .",1,0,0.4005485
норм . все топливо да топливо .,0,1,0.62939936
"это как заказывать проститутку похожую на бывшую , а потом выебать её рыдать ей в жилетку и рассказывать о своей бабе .",1,0,0.2723588
"ну не , у тебя бомбит от того что богатые люди деньги на кокс и шлюх тратят и еще что - то там эппл говна в жопы заливает , видимо заставляет нищих ниггеров покупать свою продукцию и оббирает до нитки . ты же просто социалист , который понял что планчик не работает , но который все равно хочет зарегулировать , обложить налогами , залезть каждому в карман и указывать на что тратить деньги , а потом обосраться и получить венесуэлу недоумевая от зарплат как в африке и вереща на плохого барина . расовый состав погибших детей пожалуйста .",1,0,0.47298256
"есть кабинет дежурного врача , куда можно попасть через общий вход . и к дежурному врачу можно прийти только первый раз . потом ты обязан идти к педиатру , но все же знают , что только что переболевший человек ещё 3 - 5 дней ( плюс минус ) может заразить другого . у меня вопрос не к родителям , все мамы и папы хотят только здоровья для своих детей . вопрос к администрации поликлиники , которая не доводит до этих самых родителей правила приёма и их измннение .",0,1,0.5035014
"конечно , это я рвусь и засираю тред своими шизоидными пастами . очевидно это я испытываю батхерт от успешности нестермана .",1,0,0.3381448
не сказать . многие гражданским браком называют сожительство . из той же серии .,0,1,0.58538944
"видимо действительно дебил , в 8 лет физиология ещё не работает , чтобы трахать кого - то . разве что фаллоимитатором , но кто его продаст восьмилетнему ?",1,0,0.25408918
"после одного накипело ? выпей седативного , сходи к психиатру . когда будешь с другой стороны - вспомни свои слова . . а то приходят , сразу хочу хорошую зарплату , вот моё резюме , в нем всё красиво . на втором вопросе спрашивают , как им лучше подготовиться на следующий раз , и получают ответ: начните с 5 - 6 класса школы . некоторым лучше начать сразу с рождения , интеллект там и не ночевал .",1,0,0.3042688
"даже загадывать кого в расход пустят страшно . . . пишу , а сердечко нет нет да и попримолкнет . . .",1,0,0.086184874
"проверим ватоадмина хамство чек , постоянно перебивает гостей стримов чсв чек , просто в каждой бочке затычка любовь ходить в гости без приглашения наверняка любит , но из - за вежливости не ходит . ватность в терминальной стадии ну тут и говорить не о чем . всё сходится .",1,0,0.15603513
ты ещё проо диван в фитнес - центре вспомни,0,1,0.8709776
"я бы нашел ту тварь , написал бы ей деликатно что со стороны юриспруденции она совершила критическую ошибку . . и доебывал ее до тех пор пока она сука не взвыла , методов много . .",1,0,0.47481048
потому что он гомогеев убивал .,0,1,0.6986709
"как я понимаю , у поверхностей отражаемость поглощаемость разная . типо нельзя прям до градусов температуру разных материалов сравнивать .",0,1,0.6521721
нехуй было кировлес воровать .,1,0,0.25109226
"что толстого , тупая промытка ? скины не все заукраинские . речь о малой части самых тупых и внушаемых .",1,0,0.36926436
"а я то думал глупый в той песне главное было голос и слова цоя , а оно воно как скрипки , блять , не хватало . . . и хуй пойми какого - то ансамбля",1,0,0.36393782
"зачем так хрюкаешь . расскажи лучше , у вас знают про веганов или вы только свинной жир употребляете ? вы же европа , на словах , но чет чувствую совковую пидорашку в тебе .",1,0,0.33308268
"чуваку будет кабзда 99 . 9 , не удивлюсь если за рулём будет хаченыш из рашки , свои там уже научены что против полиции лучше не идти , лучше остановиться и руки на капот чем тягаться с полицией , ведь все равно теперь поймают и покажут что ничем он от простого мешка мяса не отличается .",1,0,0.41833034
"аккреция , как же аккреция ?",0,1,0.7285393
"похоже на мох , что в тундре у нас растет . называют ягель . им олени питаются",1,0,0.39859653
"какой у тебя мусор в голове . сисян либерален , но в чем его русофобия ? вся оппозиция бэдконины заключается в том что эта власть сейчас вместо совка . ну и то что минкульт бабло на фильмы выдает . все , больше ничего оппозиционного .",1,0,0.13176675
"житель киева в результате неосторожного обращения с огнестрельным оружием выстрелил собственной матери в живот . спустя несколько дней женщина скончалась в больнице . фигуранту данного дела грозит до 5 лет лишения свободы . об этом сообщила пресс - служба нацполиции киева во вторник , 19 март . отмечается , что в дежурную часть деснянского управления полиции поступил вызов об огнестрельном ранении на проспекте владимира маяковского . на вызов немедленно прибыли экипажи патрульных и следственно - оперативная группа управления полиции . по словам начальника деснянского управления полиции александра косовского , на месте правоохранители выяснили , что 36 - летний мужчина случайно выстрелил из револьвера под патрон флобера и ранил мать в живот . киевлянин длительное время пьянствовал , из - за этого между ним и матерью возникали конфликты . в тот день ссора закончилась госпитализацией 68 - летней потерпевшей в больницу . через неделю из медицинского учреждения мы получили сообщение о смерти женщины . в ходе получения дополнительных материалов следователи переквалифицировали уголовное производство из неосторожного тяжкого телесного повреждения на убийство по неосторожности , говорится в сообщении . следователем следственного отдела деснянского управления полиции мужчине объявлено о подозрении в совершении преступления , предусмотренного ст . 119 ( убийство по неосторожности ) уголовного кодекса украины . санкция статьи предусматривает до пяти лет лишения свободы .",1,0,0.27389067
"дружище , спасибо большое ! билеты куплены .",0,1,0.78315973
может он донаты на похороны бабке собирает ?,0,1,0.7552607
"очень даже тепло , особенно про космос !",0,1,0.7646176
кстати сейчас цех запускаем как раз с стх310 и стх510 . неплохие станки .,0,1,0.7097826
"если что - то выглядит как лахта , гавкает как лахта и дергает себе анус как лахта , зачем искать под кроватью шизиков , это по факту лахта и есть .",1,0,0.22476381
"возможно , ты красивая",0,1,0.9585606
"ты не веришь в существование статьи о изувере ссаколове уже ? электронная версия на сайте московского свиномольца точно есть . но что толку ? в газете оно есть прям отсканированное с подписями и печатями ? неси , посмотрим . почему в полиции само заявление гуру не попытался достать - не знаю , возможно , без суда , инициированного студенткой , это не имеет большого смысла , и деанонимизировало бы ее . настало время обоготельных историй . жпг да , пустые слова на анонимной доске - это очень серьёзный аргумент . верую !",1,0,0.47262046
"даже десятков лет . там толщина металла ояебу , да и сам металл неплохой должен быть .",0,1,0.7215868
"подъехал на своей машине к месту , освобождаешь нужное тебе место от арендной машины , загоняешь на её место свою , а уже потом отгоняешь арендную машину куда подальше .",1,0,0.33603874
главное не забывать сравнивать россию с сша или европой при обсуждении проблем россии .,0,1,0.7468718
"спокойным и положительным бабам нужен адреналин , поэтому они выбирают орангутангов , потому как они же сильные и безбашенные , и смогут защитить потомство , это на уровне инстинктов , но когда он её начинает пиздить почем зря , тогда она начинает понимать , да и то не всегда , бьет значит любит . . в борьбе разума и инстинктов побеждает . . .",1,0,0.19528607
"моя так хвост лизала , только она была не после операции . оказалось нервное , пропили успокоительные и все норм . может и у вашей так же ? перенервничала после операции , и лижет ?",1,0,0.42377865
зато он мог выйти из машины не отцепляя регика,0,1,0.62008613
"построить такое на московских грунтах , вряд ли было возможно .",0,1,0.5736295
зашёл в тред пидорнутых . ебать их там шиза пидорасит . и это слили толстого почти ноунейм - пиздюка в интернете . теперь не удивляюсь почему куча старого советского мяса до сих так топит за сралина . какой же у казимирко был пидорский фандом пиздос . хуже чем у доктора кто .,1,0,0.4908697
"не зря парень не дурак , видимо уже всё дальше терпеть эту хуйню больше не возможности . . . завидую . . . хоть поживёт нормально",1,0,0.4975279
"выпь , заку , и бабу тра .",1,0,0.42411205
форма сосков прикольная . мне такие нравятся,0,1,0.661709
"это обезьяна из азиатского зоопарка , я угадал ? )",1,0,0.1773536
"какой же вчера был охуенный эфир невзоровских сред , глебыч жег адским пламенем , давно он такой годноты не выдавал .",0,1,0.6363352
"дак вот именно , потому и псевдоинтеллектуал",1,0,0.48214948
"как интересно хуемрази описали ситуацию , а то что хуемразь разбила автомобиль , уголовное дело возбудят ?",0,1,0.54952556
"если бы твой пост читал ебжен , он бы назвал тебя дешёвкой , швалью , чернью и приматом с архаичным мозгом . ведь кем ещё надо быть , чтобы не знать драматурга , по пьесе которого величайший режиссёр современности поставил свой нашумевший спектакль немецкая сага , с премьеры которого , как все знают , вынесли двух уснувших зрительниц . гуру практически при нем называет его блядью и вы будете дальше утверждать , что там не постанова , как в реслинге ? теперь ясно , почему современное тв - говно . гуру жертвует ради исторической правды , ради нас , здоровьем , сидит за столом и жрёт . а серёжа копипастит солонина , резуна и галковского для будущей маняграфии . со стихами у нас всегда норм было . в отличие от . с каким чебурашкой ? так оно и так мотивированное . куда уже больше ? которых не было . а карелиянаша в 1918 - 1922гг . - тоже выдумки традблядков ? фрагменты автобиографии последней монографии читал они такие интересные , что ты их целиком не смог осилить ? фильмы он какие - то снимал ты даже не помнишь их названий . но видели лишь избранные . т . е . говоря прямо: эти фильмы - никому не нужное говно ? может быть , на грани . понасю это расскажи . вообще , творчество ( art ) - это не только то , что нравится тебе и это ему тоже скажи . никакой грязной подноготной , кроме своей и своих рецензентов , он не раскрыл . а то , что сахаров - говно , и без него знали .",1,0,0.38481894
kerbal space programm .,0,1,0.74610305
удачи ! не надо бояться . народ там очень дружелюбный,0,1,0.61352545
"у нас товарищ перед роддомом барана зарезал . потом когда пересуды начались , он такой - ссори , забыл что жертву надо было в более уедененном месте приносить , да . . .",1,0,0.39695236
они самые вкусные :3 gifx,0,1,0.70245844
"автор , до чего же ваш котик красив !",0,1,0.6804732
"здравствуйте , о каком минусе вы ведёте речь ?",0,1,0.58235276
"подводные лодки будут не нужны , наши славные ракеты из любой точки нашей великой родины достанут до всех супостатов . скорее бы ! ! !",0,1,0.683019
смотрите кокой я грозный пынявый лох и как я своими титиническими легкими мощно задуваю в сочную американскую залупу .,1,0,0.4009151
как где ? у директора жкх,0,1,0.70950323
т9 однако с кронштадтом также путаюсь,0,1,0.66402185
"девушка , вы не в себе ? кто мы облажались ? причем тут я и кто - то ? кто должен настучать мне по голове ? я просто увидел , что люди которые яро рвут на себе рубаху в комментах нихрена не знаю своей собственной истории . и рассказал об этом . но если бы вы еще умели слушать , помимо того , как изливать свои мысли . слово оккупант имеет резко негативную коннотацию в любом языке да ? тогда объясните мне , почему в сша есть медаль за службу в оккупационной армии ? это типа такая медаль позора наверное . её вручали чтобы гнобить человека . или всё таки нет ? именно поэтому из гсвг через какое - то время убрали о . да ? а я то думал это было связано с созданием гдр . вы такие глупости говорите . т . е . сразу же после войны , победителей , героев , можно называть оккупационными войсками , а спустя девять лет решили что это очень негативно ? серьезно ?",1,0,0.21028814
в гестапо иди работай .,1,0,0.21013026
"если админ все время работает - это плохой админ . прям kpi можно вводить админское , сколько раз все пошло по п е . и дополнительно награждать админа , если он ни разу за месяц не работал",0,1,0.5815831
"я не в рашке живу а в молдове , тут режь не режь , ничего не измениться , все кто могут съебывают куда подальше в европу , тут бороться не за что .",1,0,0.2251876
а россия все еще в плащике ходит постсоветском и пытается навязывать свою волю в виде укры и русские - единый народ . ахренеть .,1,0,0.21543238
"у меня бывает говорение о себе в 3 - м лице . . . а может это шизофрения , кто знает ? )",1,0,0.079698704
"не быть тс богом маркетинга , даже локацию не указали в объявке заберу за 5 у . е . , если молодечно",0,1,0.5377045
"самое ахуенное время это начало донбаса , по 3 - 4 видоса в день , видосы от моторолы и ко , крымотреды нон стоп , милитари мапа и радио , эх были времена . . .",1,0,0.3391637
"блин , похоже старческий маразм начался , совсем забыл (",1,0,0.16698492
"русских - то в украине никто не режет , ракетами по ним никто не стреляет .",1,0,0.20379442
клопы между страниц что ли прячутся ? нафиг книги - то выкидывать ?,1,0,0.43701482
спасибо ! мне безумно приятно !,0,1,0.72196555
прост с психикой у типа проблемы,1,0,0.29107952
"понял . т . е . люстра не с 12 - ю рожками , а только с тремя . спасибо .",0,1,0.6257668
"кстати , тупая шутка про коран кому как . мне зашла соседка за солью , товарищ майор , хоть и подача была быдловата .",1,0,0.38628995
"ты стебешься сейчас ? есть люди , которые не знают и готовы учиться . а есть люди , которые не знают и считают , что им все обязаны . учить таких - куча нервов и нахуй лично мне не надо . проверено на личном опыте - денег с таких - минимум , зато запросы чуть ли не королевские , плюс стабильный головняк ( ой , нам тут надо ещё чуть - чуть весь текст поправить прям сейчас ) и нервы . хотите этого - занимайтесь , я не против . но не надо навязывать мнение , что это нормально , они от этого ещё больше борзеют . п . с . тот , кто не может составить бриф - понятия не имеет , что ему нужно , а виноватым будешь ты .",1,0,0.4527666
"двачую , конченое поколение подписчиков подобного дерьма с неокрепшим мозгом которых судя по всему алкаши воспитали что у них ненависть к ним такая . ладно в конце девяностых пацаны постарше пиздили наркоманов которые под угрозой шприца со спидом ( у знакомого так плеер отобрали ) или пиздюлей отбирали деньги и вещи у пиздюков возле школы и на остановках . . . такая же параша и этот лазутин только вместо шприцов камеры а вместо денег пивко , жаль только что их еще не покалечили чтоб охоту отбило до всех доёбываться .",1,0,0.26702625
"если сварочный аппарат подключить , получится подобное ?",0,1,0.53118724
"президент сша дональд трамп заявил , что всерьез рассматривает возможность членства бразилии в нато . об этом он рассказал на совместной с бразильским коллегой жаиром болсонару пресс - конференции , передает reuters . вашингтон намерен объявить бразилию главным стратегическим союзником среди государств , не входящих в нато , и допускает возможность членства бразилии в альянсе . это значительно укрепит безопасность и сотрудничество между нашими странами , объяснил американский лидер . кроме того , трамп поддерживает желание болсонару присоединиться к организации экономического сотрудничества и развития . по словам американского лидера , отношения между странами никогда не были настолько близкими . ранее болсонару призвал очистить бразилию от грязных левых взглядов . отмечалось , что поездка бразильского лидера в вашингтон должна продемонстрировать приверженность южноамериканской страны сша , что является отклонением от традиционной дипломатической линии страны . болсонару стал президентом бразилии 28 октября 2018 года . он отмечал , что планирует изменить направление движения страны и сближаться с развитыми экономиками , а не региональными союзниками .",1,0,0.31475908
"израиль . спецподразделения армии , полиции и шабак ликвидировали палестинского террориста амара абу - лайла , который совершил нападение на солдат цахал у перекрестка ариэль , а затем застрелил раввина этингера . цахал действовал на основе точечной информации о местонахождении боевика , полученной от самих палестинцев . по данным ynet , после трехдневных поисков штурмовое подразделение спецназа под видом пассажиров палестинского такси желтого цвета прибыло в деревню ивлин в пригороде рамаллы . когда бойцы подразделения приблизились к дому , где скрывался террорист , тот открыл огонь на поражение из украденной на месте теракта винтовки м - 16 убитого военнослужащего цахал . абу - лайла был уничтожен ответным огнем снайперов . продолжается розыск сообщников боевика . его брат и отец арестованы шабак . семейный магазин абу - лайла в арабской деревне бидия закрыт по решению властей . напомним , что жертвами теракта возле ариэля стали 19 - летний сержант галь кайдан и 47 - летний раввин ахиад этингер , отец 12 детей . напомним : сын репатриантов из ссср галь кайдан погиб в теракте у перекрестка ариэль 19 - летний младший сержант артиллерийского подразделения эш галь кайдан погиб в теракте у перекрестка ариэль , сообщает издание ynet . родители погибшего анатолий и марина кайдан репатриировались в израиль из ссср в середине 70 - х годов прошлого века , сообщает 12 канал итв . еще один солдат цахал , который получил тяжелое огнестрельное ранение в живот в теракте у перекрестка гитай авишар , переведен в реанимационное отделение больницы бейлинсон в петах - тикве .",1,0,0.3008472
"мне вас очень жаль , если для вас оскорбления - норма .",0,1,0.5226358
это шизофрении какая - то . запутинцы прославляющие сталина . у вас с логикой все в порядке ?,1,0,0.26937178
"двухэтажный поезд , только шкода .",0,1,0.55595374
ну нет же ! нет ! ну кто так делает ? на этом месте должен стоять холодильник !,0,1,0.64163995
а этот коммент можете плюсовать,0,1,0.5300231
"анон , моя родина - татарстан - смертельно больна . ее поразили метастазы русизма , охватившие буквально все в моей республике . опухоль настолько разрослась , что проникла даже в наше некогда сплоченное и приверженное национальным ценностям правительство - теперь и там вы увидите кучу русколобых на руководящих должностях .",1,0,0.3263468
"не слушай тех , кто советует пенопласт клеить . сам подумай , что с ним будет при высоких температурах хочешь дёшево и сердито ? сперва изолон , подойдёт 5мм , фольгированной стороной от себя . его нельзя впритык к крыше , должен быть зазор . следом эппс , постарайся сделать все герметично . а уже финишом вагонку",0,1,0.5012722
"первая заявка на победу в треде ! кемерово теперь славный город пыня . если появится другой претендендент - кемерово станет пыня - 1 , закрытое территориальное образование по типу челябинска - 40 .",0,1,0.52333933
страна - пидор в своём репертуаре,1,0,0.48603186
"без лобковой бородки он похож на доярочку . блядь , я тупо не понимаю , как можно быть настолько жирным ? это же не только с эстетической точки зрения - пиздец . это ещё и по мотору бьёт не слабо . да и хуёк свой он когда в последний раз видел вообще ? очень выкашивает меня этот тип . в первую очередь потому , что он тупо хам . на любых интервью и подкастах - всех перебивает , не даёт договорить . свинья ёбаная",1,0,0.3914598
"шмароёб реально задолбал . зачем он срёт этой шалавой ? в одиночестве пусть шышку хоть до основания стирает , но нахуй она на автаче если у неё , блять , даже прав нет ? ! бунд блядь !",1,0,0.34281662
"даже если женюсь , останусь категорическим противником межвидовых сношений и не уговаривайте !",0,1,0.5561476
"ну вот и кончились добрые дела с даунятами и собачками , опять пошёл кликбейт: лев против - перепалка с быдлом в парке лев против - охрана храма христа спасителя курит и матерится около детей лев против - пьяный пассажир устроил дебош в самолете .",1,0,0.33935302
"в украине 99 , 9 людей вообще не знают кто он такой , а оставшемуся 0 , 1 на него пох й . получается , он делает контент об украине для российского внутреннего употребления , и ничем не отличается от той же скабеевой и киселёва )",1,0,0.29390803
ну так из - за этого шизоида большинство постов не теме,1,0,0.41716006
"поздравляю , вы прислуга . может быть видели плакат времён второй мировой: русишен швайне , приезжайте в рейх , там вас ждёт работа и достойная жизнь ?",1,0,0.35754076
"но я ни за что не вернусь в анимублядский , моча у меня пасскод отобрала .",1,0,0.094879106
"пусть стрим на канале этой тупой шаболды , но он нереально ламповый и пиздатый . прямое общение , шутеечки и песенки - что может быть лучше , вот это контент .",1,0,0.23685439
"русские люди просто уже привыкли к плохой жизни . вот и тут на дваче эти упыри восторженно пишут , что им в рашке нормалёк .",1,0,0.36151376
"зашёл проконтролировать , всё ли на месте .",0,1,0.50809133
"кислводская городская больница . деньги за справки до сих пор берут наличкой , терминалов у них нет и не ожидается . всё для жиетлей . куча бумажек и мукулатуры . . до сих пот трясут фотографии и клеют их на свои бумажки для архива .",0,1,0.51097137
чуть тепленькая вода всегда,0,1,0.7383334
"кстати , тупая шутка про коран . не стоило так шутить , тем более что он не мусульманин .",1,0,0.47322467
с тваей мамкай ) 0 ) азаза,1,0,0.18718569
"300 рублей , у нас еврейский коллектив",0,1,0.6095907
ну и . . . когда аргументы то уже начнутся ?,1,0,0.44484326
"маловато этих мымр гнобят . они на очередных выборах опять подмахнут , кому надо .",1,0,0.38981274
вот фак из вронг виз ю ?,1,0,0.36241275
"ну так без подряда покупают строить себе , обычно .",0,1,0.57336354
хм . . . логично . тогда давай лучше будем загадывать загадки,0,1,0.613189
"до чего же все таки николаха поехавший уёбок и мразь взгляните в его лицо , это же натуральный пахом , только на троне",1,0,0.30493107
под босоножками имелись в виду туфли - босоножки типа таких:,1,0,0.40363348
а в чем проблема законы оставить такими же ? просто убрать формулировку ес,0,1,0.71526647
"ворона , кар - кар - кар - кар - кар - кар - кар . . . а петух рококо",1,0,0.25156146
насчитала меньшую сумму ? т . е . вы поругали ее потому что посчитала меньшую сумму для оплаты ?,0,1,0.827751
люля - кебаб в блендере забыл,1,0,0.19352062
"эх , старость - не радость . да и молодость - не жизнь . . . работать надо ! а не достоевщиной заниматься !",0,1,0.5258747
"да жидяра это , что тут думать",1,0,0.33778018
"вот эта дама - автор рецензии в биба - рафаэль , на которую маэстра ссылается в недавнем твите кста .",1,0,0.26003745
а чё этого клоуна никто не вспомнил ?,1,0,0.43950474
"вы путаете возможность и вероятность . вероятность зависит от начальных условий , т . е . для конкретной опрошенной блондинки вероятность нулевая . а возможность события зависит только от непротиворечивости основным физическим законам , и поэтому встреча таки возможна . а вероятность , т . е . насколько часто это случается , таки пока нулевая .",0,1,0.6461257
"это называется яжемать моему дитячку сделали лишнюю прививку , увольте эту суку",1,0,0.46804866
"ну уж нет . зона племен , как в пакистане нам на границах не нужна . да и вопрос донбасса решать таки нужно уже .",1,0,0.20464009
так этим пидорам толерантным и надо . за что боролись на то и напоролись .,1,0,0.39141798
"судя по - всему , дебилы , которые готовы отдать за этот таз 1млн . руб закончились , а бабки как то осваивать надо",1,0,0.44695935
"н е сказал бы: понася могут ругать как пиздоболы , так и нет . а вот если человек хвалит понася - тут к гадалке не ходи: либо дурак , либо пиздобол .",0,1,0.6261102
барины рабам в двух словах умещается всё мировоззрение пидорашек . именно эти две извилины в мозгу пидорах отвечают за проецирование данных слов на союзные украинско - американские отношения . сосач познавательный . в мире животных .,1,0,0.42649895
"как известно , у укр ины ( т . е . окр ины ) , слепленной по пьяни на коленке во 2 - м десятилетии xx в . , нет истории до xx столетия . все земли , которые сейчас занимает укр ина , это русские , румынские , польские и венгерские земли . напоминаем , что укр инство это сугубо левацкая , антиконсервативная местечково - хуторская идеология , направленная , как и прочие левацкие идеи , на разделение больших наций и поддержание диктата интернацистов . сторонники бандеровцев ( леваков , выступавших за бесклассовое общество и борьбу с капитализмом ) и карлика - душителя котов степана бандеры , который , как известно , боролся с расизмом , поддерживал идель - урал и называл побратимами исламских борцов за свободу из азербайджана , не пользуются симпатиями у правых европейцев . и это правильно . попытки заявить о некой отдельной нации неких украинцев это манипуляции , созданные с целью оторвать от русских часть их этнических земель и ослабить в будущем россию . только так , чудовищной ложью и тотальной пропагандой , фейковая нация укр инцев , слепленная советскими кукловодами из русских юга и киевщины , галичан , поляков , советских румын , славянизированных гуцулов , закарпатских венгров , евреев , татар и многонациональных советских новиопов ( а ля бабченко ) , может обрести жизнь на русских этнических землях . разумеется , нет никакого народа укр инцев , как бы одно соседнее failed state ни пыталось их вывести из русских путём обмана , коверканья истории и откровенной фальсификации . нынешний эксперимент по созданию некой украинской нации можно сравнить разве что с советским экспериментом по созданию нации советской на основании таких же мифов , фейков и откровенного бреда . и маниакальное желание снести все памятники выродку ленину ( бланку ) вас не должно обнадёживать . на смену ему устанавливают памятники такого же левацкого дегенерата - кошкодава бандеры , чьи руки по локоть в славянской ( прежде всего , польской ) крови . заместо совковой лжи про великую революцию октября пришла точно такая же наглая ложь про великую революц ю г дност абстрагируйтесь от фигуры блогера и посмотрите видео чем в итоге завершился советский эксперимент , мы все знаем . ждём закономерного итога эксперимента эльфийского ( простите , укр инского ) . разумеется , зомбированные люди будут цепляться до последнего за свои мифы про отельный народ и чужих московитов , но всё это наваждение рано или поздно сгинет , как сгинул совок со своей мощной идеологией , мифами и фейками .",1,0,0.26197124
эти облака - розовая вата . федот,0,1,0.60635865
"сам заебал . история реальная - реальная . check расу персонажа изменили - изменили . check ну и какого хера тогда тут затирают , что ну фильм пиздец как бы изменился . ? в одном случае фильм по реальной истории оказывается пиздец как меняется и это расизм , а в другой - ну , они не могли белого найти , потому что у них лапки , так у тебя логика работает ?",1,0,0.24623658
"убогие на паперти тоже зашибают ого - го , но ведь есть черта , за которой человеческое достоинство превращается в ничто , в животную жажду наживы , в людоедство , попрошайничество и проч . и проч .",1,0,0.08188025
"зальете шебм ? вот этот кун . говорит , будто заявление забрали . алсо как - то и не скажешь , что он станет совать хуй в очъко тян , а потом обмазывать ей губы , лол . фу нахуй . алсо , мне думается , что пиздит",1,0,0.42844048
