text,label,pred,prob
"после одного накипело ? выпей седативного , сходи к психиатру . когда будешь с другой стороны - вспомни свои слова . . а то приходят , сразу хочу хорошую зарплату , вот моё резюме , в нем всё красиво . на втором вопросе спрашивают , как им лучше подготовиться на следующий раз , и получают ответ: начните с 5 - 6 класса школы . некоторым лучше начать сразу с рождения , интеллект там и не ночевал .",1,0,0.20857552
"вот честно , ты очень бездарный пропагандист . своего рода быдло в стане элит пропагандистов . понимаешь , в совокупности , контент пропаганды в целом , рассчитан на людей недалёких , с отсутствием критического мышления , ну а твой же контент , рассчитан на просто умственно отсталых .",1,0,0.44131213
"даже загадывать кого в расход пустят страшно . . . пишу , а сердечко нет нет да и попримолкнет . . .",1,0,0.03626101
что это за ёбань ? моллюски ?,1,0,0.44280759
"проверим ватоадмина хамство чек , постоянно перебивает гостей стримов чсв чек , просто в каждой бочке затычка любовь ходить в гости без приглашения наверняка любит , но из - за вежливости не ходит . ватность в терминальной стадии ну тут и говорить не о чем . всё сходится .",1,0,0.14792068
ты ещё проо диван в фитнес - центре вспомни,0,1,0.7949076
"я бы нашел ту тварь , написал бы ей деликатно что со стороны юриспруденции она совершила критическую ошибку . . и доебывал ее до тех пор пока она сука не взвыла , методов много . .",1,0,0.43976834
потому что он гомогеев убивал .,0,1,0.7210015
"как я понимаю , у поверхностей отражаемость поглощаемость разная . типо нельзя прям до градусов температуру разных материалов сравнивать .",0,1,0.62778896
нехуй было кировлес воровать .,1,0,0.09597836
"что толстого , тупая промытка ? скины не все заукраинские . речь о малой части самых тупых и внушаемых .",1,0,0.3257717
"а я то думал глупый в той песне главное было голос и слова цоя , а оно воно как скрипки , блять , не хватало . . . и хуй пойми какого - то ансамбля",1,0,0.44738325
"чуваку будет кабзда 99 . 9 , не удивлюсь если за рулём будет хаченыш из рашки , свои там уже научены что против полиции лучше не идти , лучше остановиться и руки на капот чем тягаться с полицией , ведь все равно теперь поймают и покажут что ничем он от простого мешка мяса не отличается .",1,0,0.378993
"аккреция , как же аккреция ?",0,1,0.6779847
"какой у тебя мусор в голове . сисян либерален , но в чем его русофобия ? вся оппозиция бэдконины заключается в том что эта власть сейчас вместо совка . ну и то что минкульт бабло на фильмы выдает . все , больше ничего оппозиционного .",1,0,0.14126137
"житель киева в результате неосторожного обращения с огнестрельным оружием выстрелил собственной матери в живот . спустя несколько дней женщина скончалась в больнице . фигуранту данного дела грозит до 5 лет лишения свободы . об этом сообщила пресс - служба нацполиции киева во вторник , 19 март . отмечается , что в дежурную часть деснянского управления полиции поступил вызов об огнестрельном ранении на проспекте владимира маяковского . на вызов немедленно прибыли экипажи патрульных и следственно - оперативная группа управления полиции . по словам начальника деснянского управления полиции александра косовского , на месте правоохранители выяснили , что 36 - летний мужчина случайно выстрелил из револьвера под патрон флобера и ранил мать в живот . киевлянин длительное время пьянствовал , из - за этого между ним и матерью возникали конфликты . в тот день ссора закончилась госпитализацией 68 - летней потерпевшей в больницу . через неделю из медицинского учреждения мы получили сообщение о смерти женщины . в ходе получения дополнительных материалов следователи переквалифицировали уголовное производство из неосторожного тяжкого телесного повреждения на убийство по неосторожности , говорится в сообщении . следователем следственного отдела деснянского управления полиции мужчине объявлено о подозрении в совершении преступления , предусмотренного ст . 119 ( убийство по неосторожности ) уголовного кодекса украины . санкция статьи предусматривает до пяти лет лишения свободы .",1,0,0.22846752
"дружище , спасибо большое ! билеты куплены .",0,1,0.8124618
может он донаты на похороны бабке собирает ?,0,1,0.799909
кстати сейчас цех запускаем как раз с стх310 и стх510 . неплохие станки .,0,1,0.59267414
"если что - то выглядит как лахта , гавкает как лахта и дергает себе анус как лахта , зачем искать под кроватью шизиков , это по факту лахта и есть .",1,0,0.14559735
"возможно , ты красивая",0,1,0.7682362
"ты не веришь в существование статьи о изувере ссаколове уже ? электронная версия на сайте московского свиномольца точно есть . но что толку ? в газете оно есть прям отсканированное с подписями и печатями ? неси , посмотрим . почему в полиции само заявление гуру не попытался достать - не знаю , возможно , без суда , инициированного студенткой , это не имеет большого смысла , и деанонимизировало бы ее . настало время обоготельных историй . жпг да , пустые слова на анонимной доске - это очень серьёзный аргумент . верую !",1,0,0.3611614
"даже десятков лет . там толщина металла ояебу , да и сам металл неплохой должен быть .",0,1,0.8470583
"подъехал на своей машине к месту , освобождаешь нужное тебе место от арендной машины , загоняешь на её место свою , а уже потом отгоняешь арендную машину куда подальше .",1,0,0.24517912
главное не забывать сравнивать россию с сша или европой при обсуждении проблем россии .,0,1,0.71085095
"спокойным и положительным бабам нужен адреналин , поэтому они выбирают орангутангов , потому как они же сильные и безбашенные , и смогут защитить потомство , это на уровне инстинктов , но когда он её начинает пиздить почем зря , тогда она начинает понимать , да и то не всегда , бьет значит любит . . в борьбе разума и инстинктов побеждает . . .",1,0,0.33094603
можно еще сюда минусики,1,0,0.49164245
"моя так хвост лизала , только она была не после операции . оказалось нервное , пропили успокоительные и все норм . может и у вашей так же ? перенервничала после операции , и лижет ?",1,0,0.22916771
зато он мог выйти из машины не отцепляя регика,0,1,0.6640546
а я то думал моя тянка страшная без косметики . пойду похвалю свою богиню,1,0,0.49278557
"выпь , заку , и бабу тра .",1,0,0.22199239
"тебе какое дело до лагушатников и киви то ? они относятся к тебе хуже , чем к тем же туркам так то .",1,0,0.37106994
форма сосков прикольная . мне такие нравятся,0,1,0.61668134
"это обезьяна из азиатского зоопарка , я угадал ? )",1,0,0.13461815
"какой же вчера был охуенный эфир невзоровских сред , глебыч жег адским пламенем , давно он такой годноты не выдавал .",0,1,0.687066
"как интересно хуемрази описали ситуацию , а то что хуемразь разбила автомобиль , уголовное дело возбудят ?",0,1,0.6540331
"если бы твой пост читал ебжен , он бы назвал тебя дешёвкой , швалью , чернью и приматом с архаичным мозгом . ведь кем ещё надо быть , чтобы не знать драматурга , по пьесе которого величайший режиссёр современности поставил свой нашумевший спектакль немецкая сага , с премьеры которого , как все знают , вынесли двух уснувших зрительниц . гуру практически при нем называет его блядью и вы будете дальше утверждать , что там не постанова , как в реслинге ? теперь ясно , почему современное тв - говно . гуру жертвует ради исторической правды , ради нас , здоровьем , сидит за столом и жрёт . а серёжа копипастит солонина , резуна и галковского для будущей маняграфии . со стихами у нас всегда норм было . в отличие от . с каким чебурашкой ? так оно и так мотивированное . куда уже больше ? которых не было . а карелиянаша в 1918 - 1922гг . - тоже выдумки традблядков ? фрагменты автобиографии последней монографии читал они такие интересные , что ты их целиком не смог осилить ? фильмы он какие - то снимал ты даже не помнишь их названий . но видели лишь избранные . т . е . говоря прямо: эти фильмы - никому не нужное говно ? может быть , на грани . понасю это расскажи . вообще , творчество ( art ) - это не только то , что нравится тебе и это ему тоже скажи . никакой грязной подноготной , кроме своей и своих рецензентов , он не раскрыл . а то , что сахаров - говно , и без него знали .",1,0,0.28954
kerbal space programm .,0,1,0.8166593
"у нас товарищ перед роддомом барана зарезал . потом когда пересуды начались , он такой - ссори , забыл что жертву надо было в более уедененном месте приносить , да . . .",1,0,0.47981977
они самые вкусные :3 gifx,0,1,0.534635
"автор , до чего же ваш котик красив !",0,1,0.5952158
"здравствуйте , о каком минусе вы ведёте речь ?",0,1,0.5789641
"да я бы всю их семью сфотографировал . сначала отца бы сфотографировал , потом мать , а потом и вечносрущего окатыша бы сфотографировал .",1,0,0.47408012
"подводные лодки будут не нужны , наши славные ракеты из любой точки нашей великой родины достанут до всех супостатов . скорее бы ! ! !",0,1,0.62229294
смотрите кокой я грозный пынявый лох и как я своими титиническими легкими мощно задуваю в сочную американскую залупу .,1,0,0.4948677
как где ? у директора жкх,0,1,0.5785875
т9 однако с кронштадтом также путаюсь,0,1,0.5701885
"девушка , вы не в себе ? кто мы облажались ? причем тут я и кто - то ? кто должен настучать мне по голове ? я просто увидел , что люди которые яро рвут на себе рубаху в комментах нихрена не знаю своей собственной истории . и рассказал об этом . но если бы вы еще умели слушать , помимо того , как изливать свои мысли . слово оккупант имеет резко негативную коннотацию в любом языке да ? тогда объясните мне , почему в сша есть медаль за службу в оккупационной армии ? это типа такая медаль позора наверное . её вручали чтобы гнобить человека . или всё таки нет ? именно поэтому из гсвг через какое - то время убрали о . да ? а я то думал это было связано с созданием гдр . вы такие глупости говорите . т . е . сразу же после войны , победителей , героев , можно называть оккупационными войсками , а спустя девять лет решили что это очень негативно ? серьезно ?",1,0,0.14223196
в гестапо иди работай .,1,0,0.28333235
"я не в рашке живу а в молдове , тут режь не режь , ничего не измениться , все кто могут съебывают куда подальше в европу , тут бороться не за что .",1,0,0.39805603
а россия все еще в плащике ходит постсоветском и пытается навязывать свою волю в виде укры и русские - единый народ . ахренеть .,1,0,0.16287614
"ничего . но всё меняется от того факта , что ты не имел возможности за 26 лет воткнуть в какую - то уродину . это значит твой социальный статус как мужчины , как челочек , ниже самой паршивой грязи и самого опущенного омега чма который с этой уродиной и мутит . факт ебли ничего не означает и не показывает , а вот отсутствие ебли показывает скудоумие и зашоренность .",1,0,0.40792826
"у меня бывает говорение о себе в 3 - м лице . . . а может это шизофрения , кто знает ? )",1,0,0.024885926
"самое ахуенное время это начало донбаса , по 3 - 4 видоса в день , видосы от моторолы и ко , крымотреды нон стоп , милитари мапа и радио , эх были времена . . .",1,0,0.3133786
"блин , похоже старческий маразм начался , совсем забыл (",1,0,0.06964635
"москалям бомбит , значит все правильно делают .",1,0,0.34619936
"русских - то в украине никто не режет , ракетами по ним никто не стреляет .",1,0,0.27496257
и как бонусом регулярная реклама яндекс обрыгаловки .,1,0,0.36740068
клопы между страниц что ли прячутся ? нафиг книги - то выкидывать ?,1,0,0.26029727
прост с психикой у типа проблемы,1,0,0.10984083
"кстати , тупая шутка про коран кому как . мне зашла соседка за солью , товарищ майор , хоть и подача была быдловата .",1,0,0.1827939
"ты стебешься сейчас ? есть люди , которые не знают и готовы учиться . а есть люди , которые не знают и считают , что им все обязаны . учить таких - куча нервов и нахуй лично мне не надо . проверено на личном опыте - денег с таких - минимум , зато запросы чуть ли не королевские , плюс стабильный головняк ( ой , нам тут надо ещё чуть - чуть весь текст поправить прям сейчас ) и нервы . хотите этого - занимайтесь , я не против . но не надо навязывать мнение , что это нормально , они от этого ещё больше борзеют . п . с . тот , кто не может составить бриф - понятия не имеет , что ему нужно , а виноватым будешь ты .",1,0,0.1921359
"двачую , конченое поколение подписчиков подобного дерьма с неокрепшим мозгом которых судя по всему алкаши воспитали что у них ненависть к ним такая . ладно в конце девяностых пацаны постарше пиздили наркоманов которые под угрозой шприца со спидом ( у знакомого так плеер отобрали ) или пиздюлей отбирали деньги и вещи у пиздюков возле школы и на остановках . . . такая же параша и этот лазутин только вместо шприцов камеры а вместо денег пивко , жаль только что их еще не покалечили чтоб охоту отбило до всех доёбываться .",1,0,0.33744845
"президент сша дональд трамп заявил , что всерьез рассматривает возможность членства бразилии в нато . об этом он рассказал на совместной с бразильским коллегой жаиром болсонару пресс - конференции , передает reuters . вашингтон намерен объявить бразилию главным стратегическим союзником среди государств , не входящих в нато , и допускает возможность членства бразилии в альянсе . это значительно укрепит безопасность и сотрудничество между нашими странами , объяснил американский лидер . кроме того , трамп поддерживает желание болсонару присоединиться к организации экономического сотрудничества и развития . по словам американского лидера , отношения между странами никогда не были настолько близкими . ранее болсонару призвал очистить бразилию от грязных левых взглядов . отмечалось , что поездка бразильского лидера в вашингтон должна продемонстрировать приверженность южноамериканской страны сша , что является отклонением от традиционной дипломатической линии страны . болсонару стал президентом бразилии 28 октября 2018 года . он отмечал , что планирует изменить направление движения страны и сближаться с развитыми экономиками , а не региональными союзниками .",1,0,0.24190159
"израиль . спецподразделения армии , полиции и шабак ликвидировали палестинского террориста амара абу - лайла , который совершил нападение на солдат цахал у перекрестка ариэль , а затем застрелил раввина этингера . цахал действовал на основе точечной информации о местонахождении боевика , полученной от самих палестинцев . по данным ynet , после трехдневных поисков штурмовое подразделение спецназа под видом пассажиров палестинского такси желтого цвета прибыло в деревню ивлин в пригороде рамаллы . когда бойцы подразделения приблизились к дому , где скрывался террорист , тот открыл огонь на поражение из украденной на месте теракта винтовки м - 16 убитого военнослужащего цахал . абу - лайла был уничтожен ответным огнем снайперов . продолжается розыск сообщников боевика . его брат и отец арестованы шабак . семейный магазин абу - лайла в арабской деревне бидия закрыт по решению властей . напомним , что жертвами теракта возле ариэля стали 19 - летний сержант галь кайдан и 47 - летний раввин ахиад этингер , отец 12 детей . напомним : сын репатриантов из ссср галь кайдан погиб в теракте у перекрестка ариэль 19 - летний младший сержант артиллерийского подразделения эш галь кайдан погиб в теракте у перекрестка ариэль , сообщает издание ynet . родители погибшего анатолий и марина кайдан репатриировались в израиль из ссср в середине 70 - х годов прошлого века , сообщает 12 канал итв . еще один солдат цахал , который получил тяжелое огнестрельное ранение в живот в теракте у перекрестка гитай авишар , переведен в реанимационное отделение больницы бейлинсон в петах - тикве .",1,0,0.29755503
это шизофрении какая - то . запутинцы прославляющие сталина . у вас с логикой все в порядке ?,1,0,0.29946208
"а если попробовать через фаерволл резануть интернет конкретно стиму ? хотя это далеко не во всех играх проканает , конечно же , многие требуют таки залогиненный в онлайне стим .",0,1,0.5331332
"анон , моя родина - татарстан - смертельно больна . ее поразили метастазы русизма , охватившие буквально все в моей республике . опухоль настолько разрослась , что проникла даже в наше некогда сплоченное и приверженное национальным ценностям правительство - теперь и там вы увидите кучу русколобых на руководящих должностях .",1,0,0.3616188
"первая заявка на победу в треде ! кемерово теперь славный город пыня . если появится другой претендендент - кемерово станет пыня - 1 , закрытое территориальное образование по типу челябинска - 40 .",0,1,0.66715246
пиздец одни хачи . стоило назваться хачеградом .,1,0,0.41607457
"ну вот и кончились добрые дела с даунятами и собачками , опять пошёл кликбейт: лев против - перепалка с быдлом в парке лев против - охрана храма христа спасителя курит и матерится около детей лев против - пьяный пассажир устроил дебош в самолете .",1,0,0.3432102
"в украине 99 , 9 людей вообще не знают кто он такой , а оставшемуся 0 , 1 на него пох й . получается , он делает контент об украине для российского внутреннего употребления , и ничем не отличается от той же скабеевой и киселёва )",1,0,0.3089098
"с каких пор неадекват - это оскорбление ? на пикабу тысячи таких комментариев , и модераторы , даже будучи призванными , их не удаляют . я вас дураком не называл . это был вопрос: ты дурак ? . и опять же , таких вопросов на пикабу тысячи , если не больше , вплоть до ты ебанутый ? или ты долбоеб ? - и они тоже не считаются оскорблением и не удаляются . вы считаете оскорблением то , что тысячи раз до этого оскорблениями не считали . если правила в одном случае работают , а в другом нет , то это что угодно , но не правила .",1,0,0.47416103
ну так из - за этого шизоида большинство постов не теме,1,0,0.27747175
"поздравляю , вы прислуга . может быть видели плакат времён второй мировой: русишен швайне , приезжайте в рейх , там вас ждёт работа и достойная жизнь ?",1,0,0.41843203
"вот же парень чмошник паршивый , конечно .",1,0,0.4117033
"но я ни за что не вернусь в анимублядский , моча у меня пасскод отобрала .",1,0,0.07382298
"пусть стрим на канале этой тупой шаболды , но он нереально ламповый и пиздатый . прямое общение , шутеечки и песенки - что может быть лучше , вот это контент .",1,0,0.44601813
чуть тепленькая вода всегда,0,1,0.82530075
"кстати , тупая шутка про коран . не стоило так шутить , тем более что он не мусульманин .",1,0,0.4544279
с тваей мамкай ) 0 ) азаза,1,0,0.10666226
"300 рублей , у нас еврейский коллектив",0,1,0.5494647
ну и . . . когда аргументы то уже начнутся ?,1,0,0.24328093
это короткие буровые сваи или столбчатые фундаменты круглые в поперечном сечении .,0,1,0.57886064
"маловато этих мымр гнобят . они на очередных выборах опять подмахнут , кому надо .",1,0,0.24003835
вот фак из вронг виз ю ?,1,0,0.14281595
"ненужный кусок говна лезет во все щели . e nt , z bpj hnf7 у тебя изо рта ?",1,0,0.46269006
хм . . . логично . тогда давай лучше будем загадывать загадки,0,1,0.66295797
"до чего же все таки николаха поехавший уёбок и мразь взгляните в его лицо , это же натуральный пахом , только на троне",1,0,0.35942814
под босоножками имелись в виду туфли - босоножки типа таких:,1,0,0.47941738
"ворона , кар - кар - кар - кар - кар - кар - кар . . . а петух рококо",1,0,0.16433768
насчитала меньшую сумму ? т . е . вы поругали ее потому что посчитала меньшую сумму для оплаты ?,0,1,0.66512865
мусор по пути вынеси .,1,0,0.4615184
люля - кебаб в блендере забыл,1,0,0.16711837
"эх , старость - не радость . да и молодость - не жизнь . . . работать надо ! а не достоевщиной заниматься !",0,1,0.52300364
"тот странный случай , когда я за этого рыжего ублюдка шок",1,0,0.43979964
"вот эта дама - автор рецензии в биба - рафаэль , на которую маэстра ссылается в недавнем твите кста .",1,0,0.3992129
а чё этого клоуна никто не вспомнил ?,1,0,0.4265195
"абсолютно каноничны , они же появились в ф4 . ф4 это канон .",0,1,0.7319321
"ну уж нет . зона племен , как в пакистане нам на границах не нужна . да и вопрос донбасса решать таки нужно уже .",1,0,0.09015523
"судя по - всему , дебилы , которые готовы отдать за этот таз 1млн . руб закончились , а бабки как то осваивать надо",1,0,0.32252988
"н е сказал бы: понася могут ругать как пиздоболы , так и нет . а вот если человек хвалит понася - тут к гадалке не ходи: либо дурак , либо пиздобол .",0,1,0.79421383
"как известно , у укр ины ( т . е . окр ины ) , слепленной по пьяни на коленке во 2 - м десятилетии xx в . , нет истории до xx столетия . все земли , которые сейчас занимает укр ина , это русские , румынские , польские и венгерские земли . напоминаем , что укр инство это сугубо левацкая , антиконсервативная местечково - хуторская идеология , направленная , как и прочие левацкие идеи , на разделение больших наций и поддержание диктата интернацистов . сторонники бандеровцев ( леваков , выступавших за бесклассовое общество и борьбу с капитализмом ) и карлика - душителя котов степана бандеры , который , как известно , боролся с расизмом , поддерживал идель - урал и называл побратимами исламских борцов за свободу из азербайджана , не пользуются симпатиями у правых европейцев . и это правильно . попытки заявить о некой отдельной нации неких украинцев это манипуляции , созданные с целью оторвать от русских часть их этнических земель и ослабить в будущем россию . только так , чудовищной ложью и тотальной пропагандой , фейковая нация укр инцев , слепленная советскими кукловодами из русских юга и киевщины , галичан , поляков , советских румын , славянизированных гуцулов , закарпатских венгров , евреев , татар и многонациональных советских новиопов ( а ля бабченко ) , может обрести жизнь на русских этнических землях . разумеется , нет никакого народа укр инцев , как бы одно соседнее failed state ни пыталось их вывести из русских путём обмана , коверканья истории и откровенной фальсификации . нынешний эксперимент по созданию некой украинской нации можно сравнить разве что с советским экспериментом по созданию нации советской на основании таких же мифов , фейков и откровенного бреда . и маниакальное желание снести все памятники выродку ленину ( бланку ) вас не должно обнадёживать . на смену ему устанавливают памятники такого же левацкого дегенерата - кошкодава бандеры , чьи руки по локоть в славянской ( прежде всего , польской ) крови . заместо совковой лжи про великую революцию октября пришла точно такая же наглая ложь про великую революц ю г дност абстрагируйтесь от фигуры блогера и посмотрите видео чем в итоге завершился советский эксперимент , мы все знаем . ждём закономерного итога эксперимента эльфийского ( простите , укр инского ) . разумеется , зомбированные люди будут цепляться до последнего за свои мифы про отельный народ и чужих московитов , но всё это наваждение рано или поздно сгинет , как сгинул совок со своей мощной идеологией , мифами и фейками .",1,0,0.23336421
эти облака - розовая вата . федот,0,1,0.5866315
"сам заебал . история реальная - реальная . check расу персонажа изменили - изменили . check ну и какого хера тогда тут затирают , что ну фильм пиздец как бы изменился . ? в одном случае фильм по реальной истории оказывается пиздец как меняется и это расизм , а в другой - ну , они не могли белого найти , потому что у них лапки , так у тебя логика работает ?",1,0,0.25644067
"убогие на паперти тоже зашибают ого - го , но ведь есть черта , за которой человеческое достоинство превращается в ничто , в животную жажду наживы , в людоедство , попрошайничество и проч . и проч .",1,0,0.064894095
сколько уже можно постить это дерьмо ? ? ?,1,0,0.147598
"и получаешь метку проклятого на весь бой , не только от игроков вражеской команды",1,0,0.2936279
"о , я топовая чтоли ? фигасе . . .",1,0,0.21718426
зашёл я в свежее . теперь из за тебя я весь в дерьме (,1,0,0.046042822
"бедные нещастные муслимы , настоящие борцы против кровавых коммуняк . каждый свободный человек должен поддержать их в борьбе .",1,0,0.49679303
рука ушла блудить с ногою спина на попе сладко спит и сатана на это глядя тихонько в ауте сидит,1,0,0.2517424
"у тебя что , интоксикация украинским миром ?",1,0,0.3974537
", мат . мои нежные , девственные чувства оскорблены .",1,0,0.1146649
хотел позвать модератора . . . если ваш ответчик сочтёт это оскорблением - позовёт сам,0,1,0.7510329
"ну так ума нет , считай калека .",1,0,0.26612878
"союз дети скрепляют , но твоя шлюха в них не может .",1,0,0.103663534
"вот каждый раз на пикабу найдется зануда , под последним комментом в ветке , который не умеет в сарказм и он запросит пруфы у такого же билли , как я",1,0,0.25391123
вы что дебил ? кто же будет исследовать собственные косяки ? в лучшем случае предлжат усовершенствованную вакцину позже .,1,0,0.4159788
"фрэд , иди нахуй , не пойдём на твой ссаный концерт",1,0,0.37568155
а вата будет продолжать ржать над кличко в киеве .,1,0,0.22854838
"ивашка , под простоквашкой .",1,0,0.20247597
