text,label,pred,prob
"обладатель искусственного сердца носит с собой два аккумулятора , основной и резервный . заряда каждого хватает на 12 часов 12 часов ставте лойс кому стало одновременно страшно , плохо , и злобно . это пиздец а не 21 век . телефоны у нас разбиваются от любого падения , заряды батарей делать так и не научились , а на водородных машинах есдят только борцы за природу . другие в три дорога платят за бензин . теперь вот кто - то бухнёт и забудет сердечко зарядить - и уже не проснётся . или же на улицу не выйдет пока сердце будет два часа заряжатся . заболеет , спать ляжет , забудет из за жара зарядить , и пизда . это какой - то заговор . пальчиковые батарейки в плеерах стареньких на моторчиках и то дольше работали . а моторчикам питание пиздец сколько нужно . фанарики на проволочной лампочке дольше работали . а этой нити накала нужно энергии жрать как утюху . аноны , это реально заговор !",0,1,0.5971773
"это обезьяна из азиатского зоопарка , я угадал ? )",1,0,0.15026268
"какой же вчера был охуенный эфир невзоровских сред , глебыч жег адским пламенем , давно он такой годноты не выдавал .",0,1,0.7798425
"как интересно хуемрази описали ситуацию , а то что хуемразь разбила автомобиль , уголовное дело возбудят ?",0,1,0.9267117
"если бы твой пост читал ебжен , он бы назвал тебя дешёвкой , швалью , чернью и приматом с архаичным мозгом . ведь кем ещё надо быть , чтобы не знать драматурга , по пьесе которого величайший режиссёр современности поставил свой нашумевший спектакль немецкая сага , с премьеры которого , как все знают , вынесли двух уснувших зрительниц . гуру практически при нем называет его блядью и вы будете дальше утверждать , что там не постанова , как в реслинге ? теперь ясно , почему современное тв - говно . гуру жертвует ради исторической правды , ради нас , здоровьем , сидит за столом и жрёт . а серёжа копипастит солонина , резуна и галковского для будущей маняграфии . со стихами у нас всегда норм было . в отличие от . с каким чебурашкой ? так оно и так мотивированное . куда уже больше ? которых не было . а карелиянаша в 1918 - 1922гг . - тоже выдумки традблядков ? фрагменты автобиографии последней монографии читал они такие интересные , что ты их целиком не смог осилить ? фильмы он какие - то снимал ты даже не помнишь их названий . но видели лишь избранные . т . е . говоря прямо: эти фильмы - никому не нужное говно ? может быть , на грани . понасю это расскажи . вообще , творчество ( art ) - это не только то , что нравится тебе и это ему тоже скажи . никакой грязной подноготной , кроме своей и своих рецензентов , он не раскрыл . а то , что сахаров - говно , и без него знали .",1,0,0.44631934
kerbal space programm .,0,1,0.92708343
"автор , до чего же ваш котик красив !",0,1,0.55721885
"здравствуйте , о каком минусе вы ведёте речь ?",0,1,0.6628808
"подводные лодки будут не нужны , наши славные ракеты из любой точки нашей великой родины достанут до всех супостатов . скорее бы ! ! !",0,1,0.543114
как где ? у директора жкх,0,1,0.73678315
т9 однако с кронштадтом также путаюсь,0,1,0.54959184
"девушка , вы не в себе ? кто мы облажались ? причем тут я и кто - то ? кто должен настучать мне по голове ? я просто увидел , что люди которые яро рвут на себе рубаху в комментах нихрена не знаю своей собственной истории . и рассказал об этом . но если бы вы еще умели слушать , помимо того , как изливать свои мысли . слово оккупант имеет резко негативную коннотацию в любом языке да ? тогда объясните мне , почему в сша есть медаль за службу в оккупационной армии ? это типа такая медаль позора наверное . её вручали чтобы гнобить человека . или всё таки нет ? именно поэтому из гсвг через какое - то время убрали о . да ? а я то думал это было связано с созданием гдр . вы такие глупости говорите . т . е . сразу же после войны , победителей , героев , можно называть оккупационными войсками , а спустя девять лет решили что это очень негативно ? серьезно ?",1,0,0.15083064
а россия все еще в плащике ходит постсоветском и пытается навязывать свою волю в виде укры и русские - единый народ . ахренеть .,1,0,0.26105976
"впервые едешь по этой трассе , раннее утро , туман . внезапно посреди дороги появляется дом . . .",0,1,0.63852316
"у меня бывает говорение о себе в 3 - м лице . . . а может это шизофрения , кто знает ? )",1,0,0.018869974
"не быть тс богом маркетинга , даже локацию не указали в объявке заберу за 5 у . е . , если молодечно",0,1,0.54231423
"самое ахуенное время это начало донбаса , по 3 - 4 видоса в день , видосы от моторолы и ко , крымотреды нон стоп , милитари мапа и радио , эх были времена . . .",1,0,0.38732198
"блин , похоже старческий маразм начался , совсем забыл (",1,0,0.07751144
"москалям бомбит , значит все правильно делают .",1,0,0.391541
и как бонусом регулярная реклама яндекс обрыгаловки .,1,0,0.37145695
клопы между страниц что ли прячутся ? нафиг книги - то выкидывать ?,1,0,0.3960371
прост с психикой у типа проблемы,1,0,0.099369064
"ее блогинг это не только торговля пиздой , но еще и способ мотивации образовывать себя , читать книги , статьи . вот это да , мотивация . ведь до нее никто этим не занимался .",0,1,0.7514344
"кстати , тупая шутка про коран кому как . мне зашла соседка за солью , товарищ майор , хоть и подача была быдловата .",1,0,0.20526786
"ты стебешься сейчас ? есть люди , которые не знают и готовы учиться . а есть люди , которые не знают и считают , что им все обязаны . учить таких - куча нервов и нахуй лично мне не надо . проверено на личном опыте - денег с таких - минимум , зато запросы чуть ли не королевские , плюс стабильный головняк ( ой , нам тут надо ещё чуть - чуть весь текст поправить прям сейчас ) и нервы . хотите этого - занимайтесь , я не против . но не надо навязывать мнение , что это нормально , они от этого ещё больше борзеют . п . с . тот , кто не может составить бриф - понятия не имеет , что ему нужно , а виноватым будешь ты .",1,0,0.34958282
вообще - то это цитаты разных людей из поста .,0,1,0.66092885
"если сварочный аппарат подключить , получится подобное ?",0,1,0.574404
"президент сша дональд трамп заявил , что всерьез рассматривает возможность членства бразилии в нато . об этом он рассказал на совместной с бразильским коллегой жаиром болсонару пресс - конференции , передает reuters . вашингтон намерен объявить бразилию главным стратегическим союзником среди государств , не входящих в нато , и допускает возможность членства бразилии в альянсе . это значительно укрепит безопасность и сотрудничество между нашими странами , объяснил американский лидер . кроме того , трамп поддерживает желание болсонару присоединиться к организации экономического сотрудничества и развития . по словам американского лидера , отношения между странами никогда не были настолько близкими . ранее болсонару призвал очистить бразилию от грязных левых взглядов . отмечалось , что поездка бразильского лидера в вашингтон должна продемонстрировать приверженность южноамериканской страны сша , что является отклонением от традиционной дипломатической линии страны . болсонару стал президентом бразилии 28 октября 2018 года . он отмечал , что планирует изменить направление движения страны и сближаться с развитыми экономиками , а не региональными союзниками .",1,0,0.25917768
"израиль . спецподразделения армии , полиции и шабак ликвидировали палестинского террориста амара абу - лайла , который совершил нападение на солдат цахал у перекрестка ариэль , а затем застрелил раввина этингера . цахал действовал на основе точечной информации о местонахождении боевика , полученной от самих палестинцев . по данным ynet , после трехдневных поисков штурмовое подразделение спецназа под видом пассажиров палестинского такси желтого цвета прибыло в деревню ивлин в пригороде рамаллы . когда бойцы подразделения приблизились к дому , где скрывался террорист , тот открыл огонь на поражение из украденной на месте теракта винтовки м - 16 убитого военнослужащего цахал . абу - лайла был уничтожен ответным огнем снайперов . продолжается розыск сообщников боевика . его брат и отец арестованы шабак . семейный магазин абу - лайла в арабской деревне бидия закрыт по решению властей . напомним , что жертвами теракта возле ариэля стали 19 - летний сержант галь кайдан и 47 - летний раввин ахиад этингер , отец 12 детей . напомним : сын репатриантов из ссср галь кайдан погиб в теракте у перекрестка ариэль 19 - летний младший сержант артиллерийского подразделения эш галь кайдан погиб в теракте у перекрестка ариэль , сообщает издание ynet . родители погибшего анатолий и марина кайдан репатриировались в израиль из ссср в середине 70 - х годов прошлого века , сообщает 12 канал итв . еще один солдат цахал , который получил тяжелое огнестрельное ранение в живот в теракте у перекрестка гитай авишар , переведен в реанимационное отделение больницы бейлинсон в петах - тикве .",1,0,0.35644493
"мне вас очень жаль , если для вас оскорбления - норма .",0,1,0.6184676
задолбала его эта курица ) ) ),0,1,0.74113667
"двухэтажный поезд , только шкода .",0,1,0.61749613
а этот коммент можете плюсовать,0,1,0.5795536
"а если попробовать через фаерволл резануть интернет конкретно стиму ? хотя это далеко не во всех играх проканает , конечно же , многие требуют таки залогиненный в онлайне стим .",0,1,0.6871348
"первая заявка на победу в треде ! кемерово теперь славный город пыня . если появится другой претендендент - кемерово станет пыня - 1 , закрытое территориальное образование по типу челябинска - 40 .",0,1,0.80975753
"ну да . к сожалению , вещи иногда снашиваются и приходится идти на серьезные жертвы - идти в магазин одежды .",0,1,0.57418203
ну так из - за этого шизоида большинство постов не теме,1,0,0.28749806
в украине также 20 км ч допускается .,0,1,0.6765396
"но я ни за что не вернусь в анимублядский , моча у меня пасскод отобрала .",1,0,0.11873104
чуть тепленькая вода всегда,0,1,0.89822435
с тваей мамкай ) 0 ) азаза,1,0,0.17384936
"300 рублей , у нас еврейский коллектив",0,1,0.67398274
это короткие буровые сваи или столбчатые фундаменты круглые в поперечном сечении .,0,1,0.75727904
"маловато этих мымр гнобят . они на очередных выборах опять подмахнут , кому надо .",1,0,0.2640564
вот фак из вронг виз ю ?,1,0,0.14511895
в россии нет сторонников передачи курил японии,0,1,0.6134692
"не задумываясь убиваю всё , что угрожает моей безопасности . грибы были грибами , когда млекопитающие даже не думали появляться , однако почему то грибок на ногах никто не жалует .",0,1,0.60030836
хм . . . логично . тогда давай лучше будем загадывать загадки,0,1,0.852224
а в чем проблема законы оставить такими же ? просто убрать формулировку ес,0,1,0.6319579
"ворона , кар - кар - кар - кар - кар - кар - кар . . . а петух рококо",1,0,0.28835547
насчитала меньшую сумму ? т . е . вы поругали ее потому что посчитала меньшую сумму для оплаты ?,0,1,0.85772246
люля - кебаб в блендере забыл,1,0,0.31428558
"тот странный случай , когда я за этого рыжего ублюдка шок",1,0,0.4879996
"вы путаете возможность и вероятность . вероятность зависит от начальных условий , т . е . для конкретной опрошенной блондинки вероятность нулевая . а возможность события зависит только от непротиворечивости основным физическим законам , и поэтому встреча таки возможна . а вероятность , т . е . насколько часто это случается , таки пока нулевая .",0,1,0.51407135
"абсолютно каноничны , они же появились в ф4 . ф4 это канон .",0,1,0.94840616
"ну уж нет . зона племен , как в пакистане нам на границах не нужна . да и вопрос донбасса решать таки нужно уже .",1,0,0.08018458
"судя по - всему , дебилы , которые готовы отдать за этот таз 1млн . руб закончились , а бабки как то осваивать надо",1,0,0.3593771
"н е сказал бы: понася могут ругать как пиздоболы , так и нет . а вот если человек хвалит понася - тут к гадалке не ходи: либо дурак , либо пиздобол .",0,1,0.93257594
"как известно , у укр ины ( т . е . окр ины ) , слепленной по пьяни на коленке во 2 - м десятилетии xx в . , нет истории до xx столетия . все земли , которые сейчас занимает укр ина , это русские , румынские , польские и венгерские земли . напоминаем , что укр инство это сугубо левацкая , антиконсервативная местечково - хуторская идеология , направленная , как и прочие левацкие идеи , на разделение больших наций и поддержание диктата интернацистов . сторонники бандеровцев ( леваков , выступавших за бесклассовое общество и борьбу с капитализмом ) и карлика - душителя котов степана бандеры , который , как известно , боролся с расизмом , поддерживал идель - урал и называл побратимами исламских борцов за свободу из азербайджана , не пользуются симпатиями у правых европейцев . и это правильно . попытки заявить о некой отдельной нации неких украинцев это манипуляции , созданные с целью оторвать от русских часть их этнических земель и ослабить в будущем россию . только так , чудовищной ложью и тотальной пропагандой , фейковая нация укр инцев , слепленная советскими кукловодами из русских юга и киевщины , галичан , поляков , советских румын , славянизированных гуцулов , закарпатских венгров , евреев , татар и многонациональных советских новиопов ( а ля бабченко ) , может обрести жизнь на русских этнических землях . разумеется , нет никакого народа укр инцев , как бы одно соседнее failed state ни пыталось их вывести из русских путём обмана , коверканья истории и откровенной фальсификации . нынешний эксперимент по созданию некой украинской нации можно сравнить разве что с советским экспериментом по созданию нации советской на основании таких же мифов , фейков и откровенного бреда . и маниакальное желание снести все памятники выродку ленину ( бланку ) вас не должно обнадёживать . на смену ему устанавливают памятники такого же левацкого дегенерата - кошкодава бандеры , чьи руки по локоть в славянской ( прежде всего , польской ) крови . заместо совковой лжи про великую революцию октября пришла точно такая же наглая ложь про великую революц ю г дност абстрагируйтесь от фигуры блогера и посмотрите видео чем в итоге завершился советский эксперимент , мы все знаем . ждём закономерного итога эксперимента эльфийского ( простите , укр инского ) . разумеется , зомбированные люди будут цепляться до последнего за свои мифы про отельный народ и чужих московитов , но всё это наваждение рано или поздно сгинет , как сгинул совок со своей мощной идеологией , мифами и фейками .",1,0,0.2700659
эти облака - розовая вата . федот,0,1,0.7979496
"убогие на паперти тоже зашибают ого - го , но ведь есть черта , за которой человеческое достоинство превращается в ничто , в животную жажду наживы , в людоедство , попрошайничество и проч . и проч .",1,0,0.09610763
сколько уже можно постить это дерьмо ? ? ?,1,0,0.20733148
"и получаешь метку проклятого на весь бой , не только от игроков вражеской команды",1,0,0.3475201
но город покидать нельзя,0,1,0.5153751
"о , я топовая чтоли ? фигасе . . .",1,0,0.2997233
"смотрел их 10k . жир , сыр , шкварки . обычное фудпорно , рецептов там нету . сейчас у них поди под лям , фарцуют ножиками , снимают то же самое .",0,1,0.52891195
зашёл я в свежее . теперь из за тебя я весь в дерьме (,1,0,0.12551253
рука ушла блудить с ногою спина на попе сладко спит и сатана на это глядя тихонько в ауте сидит,1,0,0.40658858
", мат . мои нежные , девственные чувства оскорблены .",1,0,0.12796213
хотел позвать модератора . . . если ваш ответчик сочтёт это оскорблением - позовёт сам,0,1,0.90176725
"ну так ума нет , считай калека .",1,0,0.45152968
"союз дети скрепляют , но твоя шлюха в них не может .",1,0,0.37216243
она уже там лет 15 ! ! ! ! ! !,1,0,0.4126409
"вот каждый раз на пикабу найдется зануда , под последним комментом в ветке , который не умеет в сарказм и он запросит пруфы у такого же билли , как я",1,0,0.33565986
"ивашка , под простоквашкой .",1,0,0.16874853
